,UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
8637,8638,L55817,297.5,308.5,1459,39.7,69,No Failure
8638,8639,L55818,297.6,308.5,1572,35.9,71,No Failure
8639,8640,L55819,297.5,308.4,1384,56.0,73,No Failure
8640,8641,L55820,297.6,308.6,1383,47.5,75,No Failure
8641,8642,M23501,297.6,308.5,1360,48.6,77,No Failure
8642,8643,M23502,297.5,308.4,1596,36.6,80,No Failure
8643,8644,L55823,297.5,308.5,1448,54.3,83,No Failure
8644,8645,M23504,297.6,308.5,1443,38.2,85,No Failure
8645,8646,M23505,297.6,308.6,1492,35.5,88,No Failure
8646,8647,L55826,297.5,308.6,1497,43.9,91,No Failure
8647,8648,L55827,297.5,308.5,1530,38.5,93,No Failure
8648,8649,M23508,297.4,308.4,1478,46.2,95,No Failure
8649,8650,L55829,297.4,308.4,1328,61.8,98,No Failure
8650,8651,H38064,297.4,308.3,1771,27.4,100,No Failure
8651,8652,M23511,297.4,308.4,1564,35.0,105,No Failure
8652,8653,H38066,297.3,308.3,1461,41.5,108,No Failure
8653,8654,M23513,297.4,308.3,1335,57.9,113,No Failure
8654,8655,M23514,297.4,308.4,1441,46.8,116,No Failure
8655,8656,L55835,297.3,308.3,1268,60.6,119,No Failure
8656,8657,M23516,297.3,308.3,1697,27.4,121,No Failure
8657,8658,L55837,297.4,308.4,1421,46.0,124,No Failure
8658,8659,L55838,297.4,308.5,1496,36.4,126,No Failure
8659,8660,L55839,297.5,308.5,1375,55.6,128,No Failure
8660,8661,L55840,297.4,308.5,1295,52.1,130,No Failure
8661,8662,L55841,297.4,308.5,1643,33.8,132,No Failure
8662,8663,L55842,297.5,308.6,1514,36.9,134,No Failure
8663,8664,L55843,297.5,308.6,1671,29.4,136,No Failure
8664,8665,H38078,297.5,308.6,1355,58.9,138,No Failure
8665,8666,L55845,297.6,308.7,1365,50.6,143,No Failure
8666,8667,L55846,297.5,308.7,1407,42.5,145,No Failure
8667,8668,M23527,297.5,308.8,1455,46.1,147,No Failure
8668,8669,L55848,297.5,308.8,1502,45.9,150,No Failure
8669,8670,M23529,297.5,308.8,1471,52.3,152,No Failure
8670,8671,L55850,297.5,308.9,1581,30.4,155,No Failure
8671,8672,L55851,297.5,308.8,1530,37.8,157,No Failure
8672,8673,L55852,297.5,308.8,1312,50.3,159,No Failure
8673,8674,L55853,297.4,308.6,1494,42.6,161,No Failure
8674,8675,M23534,297.4,308.6,1528,29.1,163,No Failure
8675,8676,H38089,297.3,308.6,1688,29.4,166,No Failure
8676,8677,M23536,297.3,308.5,1520,42.4,171,No Failure
8677,8678,M23537,297.3,308.5,1664,28.9,174,No Failure
8678,8679,L55858,297.3,308.5,1514,44.5,177,No Failure
8679,8680,L55859,297.3,308.5,1456,54.2,179,No Failure
8680,8681,L55860,297.2,308.5,1494,39.6,181,No Failure
8681,8682,L55861,297.2,308.4,1605,30.0,183,No Failure
8682,8683,M23542,297.2,308.5,1353,46.5,185,No Failure
8683,8684,L55863,297.2,308.5,1447,47.9,188,No Failure
8684,8685,L55864,297.2,308.5,1588,40.4,190,No Failure
8685,8686,H38099,297.2,308.5,1524,41.4,192,No Failure
8686,8687,M23546,297.2,308.5,1611,31.6,197,No Failure
8687,8688,M23547,297.2,308.5,1604,34.9,200,No Failure
8688,8689,L55868,297.1,308.5,1483,46.9,203,No Failure
8689,8690,L55869,297.1,308.4,1543,39.6,205,No Failure
8690,8691,L55870,297.1,308.5,1323,44.4,207,Tool Wear Failure
8691,8692,L55871,297.1,308.5,1555,36.2,0,No Failure
8692,8693,L55872,297.1,308.4,1583,31.9,2,No Failure
8693,8694,M23553,297.2,308.5,1584,40.0,4,No Failure
8694,8695,L55874,297.2,308.5,1766,25.8,7,No Failure
8695,8696,M23555,297.2,308.6,1498,44.4,9,No Failure
8696,8697,L55876,297.2,308.6,1413,49.8,12,No Failure
8697,8698,L55877,297.3,308.6,1505,33.5,14,No Failure
8698,8699,H38112,297.3,308.7,1438,46.2,16,No Failure
8699,8700,M23559,297.3,308.7,1655,34.1,21,No Failure
8700,8701,M23560,297.3,308.7,1451,43.8,24,No Failure
8701,8702,M23561,297.3,308.7,1466,38.4,27,No Failure
8702,8703,L55882,297.2,308.6,1774,23.0,30,No Failure
8703,8704,M23563,297.2,308.6,1284,51.3,32,No Failure
8704,8705,L55884,297.1,308.5,1425,40.0,35,No Failure
8705,8706,L55885,297.2,308.6,1437,52.4,37,No Failure
8706,8707,L55886,297.2,308.6,1335,53.0,39,No Failure
8707,8708,L55887,297.2,308.5,1471,41.7,41,No Failure
8708,8709,M23568,297.2,308.5,1364,54.0,43,No Failure
8709,8710,L55889,297.1,308.5,1578,35.6,46,No Failure
8710,8711,L55890,297.1,308.5,1712,32.1,48,No Failure
8711,8712,L55891,297.1,308.5,1733,28.7,50,No Failure
8712,8713,L55892,297.2,308.6,1652,32.1,52,No Failure
8713,8714,L55893,297.2,308.6,1917,24.1,54,No Failure
8714,8715,M23574,297.2,308.6,1444,41.1,56,No Failure
8715,8716,L55895,297.1,308.6,1442,37.1,59,No Failure
8716,8717,M23576,297.1,308.6,1717,31.3,61,No Failure
8717,8718,L55897,297.1,308.7,1474,42.3,64,No Failure
8718,8719,L55898,297.2,308.7,1509,39.3,66,No Failure
8719,8720,L55899,297.2,308.8,1451,43.1,68,No Failure
8720,8721,L55900,297.3,308.8,1554,36.1,70,No Failure
8721,8722,L55901,297.2,308.7,1669,30.7,72,No Failure
8722,8723,L55902,297.2,308.6,1366,50.4,74,No Failure
8723,8724,L55903,297.2,308.6,1578,34.4,76,No Failure
8724,8725,M23584,297.2,308.6,1513,39.0,78,No Failure
8725,8726,M23585,297.1,308.5,1515,42.1,81,No Failure
8726,8727,L55906,297.2,308.6,1562,33.0,84,No Failure
8727,8728,L55907,297.2,308.7,1501,38.5,86,No Failure
8728,8729,M23588,297.2,308.7,1398,38.1,88,No Failure
8729,8730,L55909,297.3,308.7,1352,53.8,91,No Failure
8730,8731,H38144,297.3,308.7,1569,33.9,93,No Failure
8731,8732,H38145,297.2,308.6,1486,46.6,98,No Failure
8732,8733,L55912,297.2,308.6,1864,23.6,103,No Failure
8733,8734,M23593,297.3,308.7,1447,44.5,105,No Failure
8734,8735,L55914,297.2,308.6,1392,41.5,108,No Failure
8735,8736,L55915,297.3,308.6,1358,47.6,110,No Failure
8736,8737,L55916,297.3,308.7,1491,40.2,112,No Failure
8737,8738,L55917,297.3,308.7,1556,36.7,114,No Failure
8738,8739,L55918,297.3,308.7,1531,36.7,116,No Failure
8739,8740,H38153,297.4,308.7,1429,37.6,118,No Failure
8740,8741,M23600,297.4,308.8,1573,33.9,123,No Failure
8741,8742,L55921,297.4,308.8,1538,41.2,126,No Failure
8742,8743,L55922,297.4,308.8,1467,39.0,128,No Failure
8743,8744,H38157,297.4,308.7,1323,51.1,130,No Failure
8744,8745,M23604,297.4,308.7,1798,23.0,135,No Failure
8745,8746,L55925,297.4,308.6,1411,46.3,138,No Failure
8746,8747,L55926,297.3,308.5,1528,44.5,140,No Failure
8747,8748,L55927,297.3,308.5,1504,42.0,142,No Failure
8748,8749,L55928,297.3,308.5,1384,39.6,144,No Failure
8749,8750,L55929,297.2,308.4,1677,26.4,146,No Failure
8750,8751,L55930,297.3,308.5,1764,30.8,148,No Failure
8751,8752,M23611,297.4,308.5,1472,42.0,150,No Failure
8752,8753,M23612,297.4,308.5,1465,55.9,153,No Failure
8753,8754,M23613,297.4,308.6,1657,33.1,156,No Failure
8754,8755,L55934,297.4,308.6,1635,30.5,159,No Failure
8755,8756,M23615,297.4,308.7,1582,31.9,161,No Failure
8756,8757,L55936,297.5,308.7,1761,26.2,164,No Failure
8757,8758,L55937,297.5,308.8,1587,34.9,166,No Failure
8758,8759,M23618,297.5,308.7,1446,53.0,168,No Failure
8759,8760,M23619,297.5,308.7,1352,53.0,171,No Failure
8760,8761,M23620,297.4,308.7,1392,46.4,174,No Failure
8761,8762,L55941,297.5,308.8,1417,49.8,177,No Failure
8762,8763,H38176,297.5,308.8,1824,24.0,179,No Failure
8763,8764,L55943,297.5,308.8,1603,36.7,184,No Failure
8764,8765,L55944,297.4,308.8,1620,33.4,186,No Failure
8765,8766,L55945,297.4,308.8,1353,49.4,188,No Failure
8766,8767,L55946,297.5,308.8,1360,50.7,190,No Failure
8767,8768,L55947,297.5,308.6,1380,53.5,192,No Failure
8768,8769,M23628,297.5,308.7,1363,53.6,194,No Failure
8769,8770,M23629,297.4,308.6,1452,41.2,197,No Failure
8770,8771,L55950,297.4,308.6,1680,32.8,200,No Failure
8771,8772,L55951,297.5,308.6,1536,39.0,202,No Failure
8772,8773,L55952,297.5,308.6,1621,28.9,0,No Failure
8773,8774,L55953,297.5,308.6,1585,37.6,2,No Failure
8774,8775,M23634,297.6,308.7,1408,51.5,4,No Failure
8775,8776,H38189,297.5,308.6,1536,38.7,7,No Failure
8776,8777,L55956,297.5,308.6,1352,52.6,12,No Failure
8777,8778,H38191,297.5,308.6,1481,38.8,14,No Failure
8778,8779,L55958,297.5,308.7,1454,45.0,19,No Failure
8779,8780,M23639,297.5,308.6,1349,51.5,21,No Failure
8780,8781,M23640,297.5,308.6,1327,52.1,24,No Failure
8781,8782,L55961,297.6,308.7,1552,42.3,27,No Failure
8782,8783,L55962,297.5,308.7,1456,44.7,29,No Failure
8783,8784,M23643,297.6,308.6,1254,45.8,31,No Failure
8784,8785,L55964,297.5,308.6,1437,43.3,34,No Failure
8785,8786,L55965,297.5,308.6,1694,27.1,36,No Failure
8786,8787,L55966,297.5,308.5,1306,50.7,38,No Failure
8787,8788,M23647,297.5,308.5,1699,30.1,40,No Failure
8788,8789,L55968,297.4,308.5,1369,53.2,43,No Failure
8789,8790,L55969,297.4,308.5,1471,43.9,45,No Failure
8790,8791,L55970,297.4,308.5,1410,43.9,47,No Failure
8791,8792,M23651,297.4,308.5,1412,45.5,49,No Failure
8792,8793,L55972,297.4,308.5,1418,51.2,52,No Failure
8793,8794,L55973,297.4,308.5,1782,25.9,54,No Failure
8794,8795,M23654,297.4,308.5,1497,36.4,56,No Failure
8795,8796,L55975,297.3,308.4,1459,39.4,59,No Failure
8796,8797,L55976,297.2,308.3,1796,23.8,61,No Failure
8797,8798,L55977,297.2,308.3,1569,31.2,63,No Failure
8798,8799,L55978,297.3,308.4,1469,46.7,65,No Failure
8799,8800,L55979,297.3,308.4,1472,41.3,67,No Failure
8800,8801,L55980,297.4,308.5,1475,47.2,69,No Failure
8801,8802,L55981,297.4,308.6,1488,36.4,71,No Failure
8802,8803,L55982,297.4,308.6,1524,43.1,73,No Failure
8803,8804,L55983,297.4,308.5,1486,48.6,75,No Failure
8804,8805,M23664,297.5,308.6,1255,60.7,77,No Failure
8805,8806,M23665,297.4,308.6,1469,42.6,80,No Failure
8806,8807,L55986,297.4,308.5,1692,34.3,83,No Failure
8807,8808,M23667,297.4,308.6,1604,32.8,85,No Failure
8808,8809,L55988,297.4,308.6,1446,48.1,88,No Failure
8809,8810,L55989,297.3,308.5,1503,43.3,90,No Failure
8810,8811,M23670,297.3,308.5,1625,32.8,92,No Failure
8811,8812,L55991,297.2,308.5,1574,35.8,95,No Failure
8812,8813,M23672,297.2,308.4,1378,41.9,97,No Failure
8813,8814,L55993,297.1,308.4,1693,29.5,100,No Failure
8814,8815,L55994,297.2,308.4,1462,51.2,102,No Failure
8815,8816,H38229,297.3,308.5,1435,55.0,104,No Failure
8816,8817,M23676,297.2,308.5,1425,45.8,109,No Failure
8817,8818,H38231,297.3,308.6,1376,53.5,112,No Failure
8818,8819,M23678,297.4,308.7,1481,48.0,117,No Failure
8819,8820,H38233,297.4,308.7,1349,48.9,120,No Failure
8820,8821,L56000,297.3,308.7,1551,40.0,125,No Failure
8821,8822,H38235,297.4,308.7,1623,33.8,127,No Failure
8822,8823,L56002,297.4,308.8,1462,49.7,132,No Failure
8823,8824,M23683,297.3,308.8,1447,57.4,134,No Failure
8824,8825,M23684,297.3,308.9,1799,24.5,137,No Failure
8825,8826,M23685,297.3,308.8,1548,41.3,140,No Failure
8826,8827,M23686,297.2,308.8,1485,47.9,143,No Failure
8827,8828,L56007,297.2,308.7,1463,49.9,146,No Failure
8828,8829,L56008,297.3,308.7,1587,35.8,148,No Failure
8829,8830,M23689,297.3,308.8,1469,44.1,150,No Failure
8830,8831,H38244,297.3,308.7,1430,42.8,153,No Failure
8831,8832,H38245,297.4,308.7,1726,26.8,158,No Failure
8832,8833,L56012,297.4,308.8,1651,34.1,163,No Failure
8833,8834,L56013,297.4,308.8,1529,41.3,165,No Failure
8834,8835,L56014,297.4,308.8,1473,46.2,167,No Failure
8835,8836,H38249,297.4,308.8,1324,53.5,169,No Failure
8836,8837,L56016,297.4,308.9,1708,28.8,174,No Failure
8837,8838,M23697,297.5,309.1,1540,38.5,176,No Failure
8838,8839,L56018,297.5,309.0,1320,54.7,179,No Failure
8839,8840,M23699,297.4,308.9,1376,39.0,181,No Failure
8840,8841,M23700,297.3,308.7,1542,37.0,184,No Failure
8841,8842,L56021,297.3,308.7,1506,39.3,187,No Failure
8842,8843,L56022,297.3,308.7,1492,43.6,189,No Failure
8843,8844,H38257,297.3,308.8,1564,38.0,191,No Failure
8844,8845,H38258,297.4,308.9,1645,30.8,196,No Failure
8845,8846,M23705,297.4,308.9,1348,59.1,201,No Failure
8846,8847,M23706,297.4,308.8,1325,62.4,204,Tool Wear Failure
8847,8848,L56027,297.5,308.9,1443,43.5,0,No Failure
8848,8849,M23708,297.5,308.9,1436,44.8,2,No Failure
8849,8850,L56029,297.5,308.9,1596,30.7,5,No Failure
8850,8851,L56030,297.6,309.0,1491,43.2,7,No Failure
8851,8852,M23711,297.7,308.9,1573,35.1,9,No Failure
8852,8853,L56032,297.7,308.9,1575,39.9,12,No Failure
8853,8854,L56033,297.7,308.9,1458,41.1,14,No Failure
8854,8855,M23714,297.7,309.0,1433,41.8,16,No Failure
8855,8856,L56035,297.7,308.9,1662,28.1,19,No Failure
8856,8857,M23716,297.7,308.9,1327,63.7,21,No Failure
8857,8858,L56037,297.7,308.9,1742,26.3,24,No Failure
8858,8859,L56038,297.8,308.9,1506,33.5,26,No Failure
8859,8860,L56039,297.9,309.1,1457,44.4,28,No Failure
8860,8861,M23720,297.9,309.1,1488,37.3,30,No Failure
8861,8862,L56041,297.9,309.1,1619,34.7,33,No Failure
8862,8863,M23722,298.0,309.2,1558,41.7,35,No Failure
8863,8864,L56043,298.0,309.2,1731,28.7,38,No Failure
8864,8865,M23724,298.0,309.1,1574,34.8,40,No Failure
8865,8866,L56045,297.9,309.0,1290,49.8,43,No Failure
8866,8867,H38280,297.9,308.9,1416,39.6,45,No Failure
8867,8868,L56047,297.9,308.9,1566,41.9,50,No Failure
8868,8869,L56048,297.9,309.0,1456,46.5,52,No Failure
8869,8870,L56049,297.9,309.0,1528,37.5,54,No Failure
8870,8871,M23730,297.9,309.1,1338,49.6,56,No Failure
8871,8872,M23731,297.9,309.1,1558,39.2,59,No Failure
8872,8873,M23732,297.9,309.1,1614,38.1,62,No Failure
8873,8874,H38287,298.0,309.1,1557,36.4,65,No Failure
8874,8875,L56054,298.1,309.3,1443,45.3,70,No Failure
8875,8876,H38289,298.1,309.3,1332,51.0,72,No Failure
8876,8877,M23736,298.1,309.3,1752,25.2,77,No Failure
8877,8878,M23737,298.1,309.2,1460,45.8,80,No Failure
8878,8879,L56058,298.1,309.2,1802,26.9,83,No Failure
8879,8880,L56059,298.0,309.2,1527,39.5,85,No Failure
8880,8881,L56060,298.0,309.2,1458,39.8,87,No Failure
8881,8882,H38295,298.0,309.2,1520,37.9,89,No Failure
8882,8883,L56062,298.0,309.2,1378,49.7,94,No Failure
8883,8884,M23743,297.9,309.2,1529,38.1,96,No Failure
8884,8885,L56064,298.0,309.2,1527,32.4,99,No Failure
8885,8886,M23745,298.0,309.2,1438,42.9,101,No Failure
8886,8887,L56066,297.9,309.0,1583,36.7,104,No Failure
8887,8888,L56067,297.8,308.9,1530,37.6,106,No Failure
8888,8889,M23748,297.7,308.9,1530,39.1,108,No Failure
8889,8890,M23749,297.7,308.8,2089,19.1,111,No Failure
8890,8891,L56070,297.7,308.8,1616,34.2,114,No Failure
8891,8892,M23751,297.7,308.9,1681,28.3,116,No Failure
8892,8893,L56072,297.6,308.8,1475,43.0,119,No Failure
8893,8894,L56073,297.5,308.7,1371,46.5,121,No Failure
8894,8895,M23754,297.5,308.7,1546,38.0,123,No Failure
8895,8896,H38309,297.4,308.6,1461,40.1,126,No Failure
8896,8897,L56076,297.4,308.7,1638,31.9,131,No Failure
8897,8898,M23757,297.3,308.7,1577,35.6,133,No Failure
8898,8899,L56078,297.4,308.6,1532,38.7,136,No Failure
8899,8900,M23759,297.3,308.5,1710,27.7,138,No Failure
8900,8901,M23760,297.3,308.6,1584,29.4,141,No Failure
8901,8902,L56081,297.3,308.6,1446,50.1,144,No Failure
8902,8903,H38316,297.4,308.7,1522,46.3,146,No Failure
8903,8904,M23763,297.4,308.7,1382,49.9,151,No Failure
8904,8905,L56084,297.4,308.7,1584,38.2,154,No Failure
8905,8906,L56085,297.3,308.6,1385,55.2,156,No Failure
8906,8907,L56086,297.3,308.7,1592,34.4,158,No Failure
8907,8908,M23767,297.2,308.6,1404,43.7,160,No Failure
8908,8909,L56088,297.2,308.5,1518,44.3,163,No Failure
8909,8910,L56089,297.1,308.4,1529,40.4,165,No Failure
8910,8911,L56090,297.1,308.4,1550,37.0,167,No Failure
8911,8912,L56091,297.1,308.3,1773,23.8,169,No Failure
8912,8913,L56092,297.2,308.5,1446,43.7,171,No Failure
8913,8914,M23773,297.2,308.5,1487,46.9,173,No Failure
8914,8915,M23774,297.3,308.5,1524,49.3,176,No Failure
8915,8916,L56095,297.1,308.3,1403,54.1,179,No Failure
8916,8917,L56096,297.1,308.2,2267,15.7,181,No Failure
8917,8918,M23777,297.1,308.2,1529,37.9,183,No Failure
8918,8919,L56098,297.1,308.2,1402,51.2,186,No Failure
8919,8920,L56099,297.2,308.3,1693,28.0,188,No Failure
8920,8921,L56100,297.1,308.3,1496,45.8,190,No Failure
8921,8922,L56101,297.1,308.1,1633,33.3,192,No Failure
8922,8923,L56102,297.1,308.2,1399,42.6,194,No Failure
8923,8924,M23783,297.0,308.1,1363,45.3,196,No Failure
8924,8925,H38338,297.1,308.2,1527,42.2,199,No Failure
8925,8926,M23785,297.2,308.2,1405,42.5,204,No Failure
8926,8927,M23786,297.3,308.3,1459,59.6,207,Power Failure
8927,8928,M23787,297.4,308.4,1789,25.0,210,No Failure
8928,8929,L56108,297.4,308.4,1531,41.5,213,No Failure
8929,8930,M23789,297.4,308.4,1620,35.8,215,No Failure
8930,8931,L56110,297.4,308.4,1571,39.4,0,No Failure
8931,8932,L56111,297.4,308.4,1434,39.9,2,No Failure
8932,8933,L56112,297.4,308.4,1474,43.6,4,No Failure
8933,8934,M23793,297.3,308.3,1544,41.7,6,No Failure
8934,8935,L56114,297.3,308.2,1601,35.7,9,No Failure
8935,8936,L56115,297.4,308.3,1801,26.9,11,No Failure
8936,8937,L56116,297.4,308.3,1465,42.0,13,No Failure
8937,8938,M23797,297.4,308.4,1340,52.6,15,No Failure
8938,8939,M23798,297.4,308.4,1517,41.0,18,No Failure
8939,8940,M23799,297.3,308.4,1434,44.8,21,No Failure
8940,8941,H38354,297.3,308.3,1935,19.3,24,No Failure
8941,8942,M23801,297.3,308.3,1595,32.2,29,No Failure
8942,8943,L56122,297.3,308.3,2188,17.0,32,No Failure
8943,8944,M23803,297.3,308.4,1449,44.4,34,No Failure
8944,8945,L56124,297.3,308.3,1471,38.2,37,No Failure
8945,8946,L56125,297.4,308.2,1639,33.8,39,No Failure
8946,8947,M23806,297.3,308.2,1846,24.5,41,No Failure
8947,8948,M23807,297.3,308.2,1452,38.2,44,No Failure
8948,8949,M23808,297.4,308.3,1483,41.9,47,No Failure
8949,8950,L56129,297.4,308.3,1284,60.3,50,No Failure
8950,8951,L56130,297.4,308.2,1419,50.0,52,No Failure
8951,8952,L56131,297.3,308.1,1763,28.4,54,No Failure
8952,8953,M23812,297.2,308.0,1478,42.5,56,No Failure
8953,8954,L56133,297.3,308.0,1518,36.0,59,No Failure
8954,8955,L56134,297.3,308.0,1447,49.0,61,No Failure
8955,8956,M23815,297.4,308.0,1355,55.1,63,No Failure
8956,8957,L56136,297.4,308.1,1348,57.4,66,No Failure
8957,8958,L56137,297.4,308.1,1348,53.7,68,No Failure
8958,8959,M23818,297.4,308.1,1734,27.7,70,No Failure
8959,8960,L56139,297.3,308.0,1420,46.5,73,No Failure
8960,8961,L56140,297.3,307.9,1797,24.7,75,No Failure
8961,8962,M23821,297.3,308.0,1403,45.0,77,No Failure
8962,8963,L56142,297.3,307.9,1628,30.2,80,No Failure
8963,8964,M23823,297.2,307.9,1687,30.4,82,No Failure
8964,8965,M23824,297.2,307.9,1456,44.9,85,No Failure
8965,8966,L56145,297.1,307.9,1496,44.7,88,No Failure
8966,8967,L56146,297.1,307.8,1636,30.3,90,No Failure
8967,8968,L56147,297.1,307.8,1536,40.4,92,No Failure
8968,8969,L56148,297.1,307.8,1454,50.6,94,No Failure
8969,8970,L56149,297.0,307.8,1396,50.0,96,No Failure
8970,8971,L56150,297.0,307.6,1575,37.4,98,No Failure
8971,8972,L56151,296.9,307.6,1514,35.7,100,No Failure
8972,8973,M23832,296.8,307.4,1455,49.9,102,No Failure
8973,8974,L56153,296.8,307.4,1549,48.3,105,No Failure
8974,8975,L56154,296.8,307.5,1474,42.4,107,No Failure
8975,8976,H38389,296.7,307.4,1661,34.2,109,No Failure
8976,8977,L56156,296.7,307.4,1535,34.6,114,No Failure
8977,8978,M23837,296.9,307.5,1556,31.2,116,No Failure
8978,8979,L56158,296.9,307.6,1435,45.0,119,No Failure
8979,8980,M23839,296.9,307.5,1332,51.1,121,No Failure
8980,8981,L56160,297.0,307.6,1513,42.4,124,No Failure
8981,8982,L56161,297.0,307.7,1502,39.4,126,No Failure
8982,8983,L56162,297.0,307.7,1315,60.1,128,No Failure
8983,8984,M23843,297.0,307.7,1261,51.1,130,No Failure
8984,8985,L56164,297.1,307.8,1406,60.4,133,No Failure
8985,8986,L56165,297.1,307.8,1584,42.3,135,No Failure
8986,8987,M23846,297.1,307.8,1443,43.9,137,No Failure
8987,8988,L56167,297.2,307.9,1580,35.8,140,No Failure
8988,8989,L56168,297.2,307.9,1825,24.6,142,No Failure
8989,8990,L56169,297.2,307.9,1469,48.2,144,No Failure
8990,8991,L56170,297.2,307.9,1493,38.4,146,No Failure
8991,8992,M23851,297.3,308.0,1598,29.4,148,No Failure
8992,8993,H38406,297.2,307.9,1450,37.2,151,No Failure
8993,8994,M23853,297.2,307.9,1632,37.5,156,No Failure
8994,8995,M23854,297.1,307.9,1980,20.3,159,No Failure
8995,8996,L56175,297.2,308.0,1474,43.7,162,No Failure
8996,8997,L56176,297.2,307.9,1540,37.1,164,No Failure
8997,8998,M23857,297.1,307.9,1609,38.9,166,No Failure
8998,8999,L56178,297.1,308.0,1467,42.8,169,No Failure
8999,9000,L56179,297.1,307.9,1492,39.4,171,No Failure
9000,9001,L56180,297.0,307.9,1493,46.1,173,No Failure
9001,9002,L56181,297.0,307.8,1500,39.9,175,No Failure
9002,9003,L56182,297.1,307.8,1477,36.6,177,No Failure
9003,9004,L56183,297.1,307.9,1342,49.1,179,No Failure
9004,9005,M23864,297.1,307.8,1538,34.3,181,No Failure
9005,9006,L56185,297.2,307.9,1337,58.1,184,No Failure
9006,9007,L56186,297.3,307.9,1417,41.8,186,No Failure
9007,9008,L56187,297.4,308.0,1383,46.2,188,No Failure
9008,9009,M23868,297.4,308.0,1440,42.4,190,No Failure
9009,9010,L56189,297.3,307.9,1579,34.4,193,No Failure
9010,9011,L56190,297.2,307.9,1441,40.0,195,No Failure
9011,9012,M23871,297.2,307.9,1530,35.9,197,No Failure
9012,9013,L56192,297.2,308.0,1705,26.0,200,No Failure
9013,9014,H38427,297.2,308.0,1435,43.0,202,No Failure
9014,9015,M23874,297.2,308.1,1340,61.3,207,Overstrain Failure
9015,9016,L56195,297.2,308.1,1431,49.7,210,No Failure
9016,9017,L56196,297.3,308.2,1396,52.7,212,Overstrain Failure
9017,9018,M23877,297.3,308.1,1369,52.0,214,No Failure
9018,9019,L56198,297.3,308.1,1615,35.4,217,Tool Wear Failure
9019,9020,L56199,297.2,308.1,1662,31.3,0,No Failure
9020,9021,L56200,297.3,308.2,1553,33.5,2,No Failure
9021,9022,M23881,297.4,308.2,1536,34.6,4,No Failure
9022,9023,L56202,297.4,308.3,1548,46.6,7,No Failure
9023,9024,L56203,297.4,308.3,1706,30.9,9,No Failure
9024,9025,L56204,297.4,308.3,1366,45.5,11,No Failure
9025,9026,L56205,297.5,308.4,1440,35.9,13,No Failure
9026,9027,M23886,297.5,308.4,1685,28.1,15,No Failure
9027,9028,M23887,297.4,308.3,1444,44.0,18,No Failure
9028,9029,L56208,297.4,308.3,1395,48.7,21,No Failure
9029,9030,L56209,297.4,308.3,1483,38.8,23,No Failure
9030,9031,M23890,297.5,308.4,1403,44.3,25,No Failure
9031,9032,H38445,297.5,308.4,1793,23.9,28,No Failure
9032,9033,L56212,297.4,308.3,1723,28.8,33,No Failure
9033,9034,L56213,297.4,308.2,1386,41.0,35,No Failure
9034,9035,H38448,297.4,308.2,1585,46.2,37,No Failure
9035,9036,M23895,297.3,308.1,1731,27.7,42,No Failure
9036,9037,L56216,297.3,308.3,1519,37.7,45,No Failure
9037,9038,L56217,297.3,308.2,1896,24.4,47,No Failure
9038,9039,L56218,297.3,308.3,2358,14.9,49,No Failure
9039,9040,M23899,297.3,308.3,1341,51.9,51,No Failure
9040,9041,L56220,297.3,308.3,1550,37.0,54,No Failure
9041,9042,L56221,297.3,308.3,1309,61.5,56,No Failure
9042,9043,M23902,297.3,308.4,1599,32.9,58,No Failure
9043,9044,L56223,297.4,308.4,1343,40.0,61,No Failure
9044,9045,L56224,297.4,308.4,1378,39.9,63,No Failure
9045,9046,L56225,297.4,308.4,1603,34.6,65,No Failure
9046,9047,L56226,297.4,308.4,1664,28.1,67,No Failure
9047,9048,L56227,297.3,308.4,1488,37.4,69,No Failure
9048,9049,M23908,297.3,308.4,1370,50.5,71,No Failure
9049,9050,L56229,297.3,308.5,1545,34.3,74,No Failure
9050,9051,M23910,297.4,308.5,1566,31.4,76,No Failure
9051,9052,L56231,297.4,308.6,1820,24.6,79,No Failure
9052,9053,M23912,297.4,308.6,1901,22.1,81,No Failure
9053,9054,M23913,297.4,308.5,1638,32.2,84,No Failure
9054,9055,M23914,297.3,308.4,1521,38.2,87,No Failure
9055,9056,H38469,297.3,308.4,1864,23.1,90,No Failure
9056,9057,L56236,297.3,308.3,1430,41.9,95,No Failure
9057,9058,M23917,297.3,308.4,1686,34.5,97,No Failure
9058,9059,M23918,297.2,308.3,1326,57.2,100,No Failure
9059,9060,L56239,297.2,308.3,1805,25.6,103,No Failure
9060,9061,H38474,297.2,308.3,1453,45.8,105,No Failure
9061,9062,M23921,297.2,308.4,1863,26.0,110,No Failure
9062,9063,L56242,297.2,308.3,1576,35.3,113,No Failure
9063,9064,L56243,297.2,308.3,1419,39.7,115,No Failure
9064,9065,L56244,297.2,308.4,1833,25.2,117,No Failure
9065,9066,H38479,297.2,308.4,2182,17.3,119,No Failure
9066,9067,L56246,297.2,308.3,1656,30.3,124,No Failure
9067,9068,L56247,297.1,308.2,1351,56.6,126,No Failure
9068,9069,H38482,297.1,308.2,1790,30.3,128,No Failure
9069,9070,M23929,297.2,308.2,1678,28.1,133,No Failure
9070,9071,L56250,297.1,308.2,1427,45.2,136,No Failure
