,text,label
12435,"Cucina Pro Metal 177 Pasta Fresh Machine (177, Silver) Style:Pasta Machine   Make your own pasta at home with the cucinapro pasta fresh machine. The pasta fresh makes spaghetti and fettuccini. Attachments given out separately.",Household
12436,"Aadvay Enterprises Stainless-Steel Triple Slow Cooker Aadvay enterprises Jriple slow cooker provides you the flexibility to prepare a meal early and then have it slow-cook all day, so you can come home to a nutritious, home-cooked meal in the evening.  Features:-  It's a healthier, convenient way to cook.  This crock-pot manual slow cooker cooks on high or low settings, and the warm setting can be used to keep your dish at an ideal serving temperature.  The trendy hexagon design of this slow cooker is the perfect addition to any modern kitchen.  The slow cooker's user-friendly design means that both novice cook and experienced home chef alike will enjoy making meals marvelous.  To use, simply add ingredients to the removable round stoneware, insert it into the heating base, secure the lid, and it's ready to go.",Household
12437,"4X Bird Flower Hanging Screen Partition Divider Home Room Wall White Perfect for putting room, living room , restroom, hotel, ect. Perfect for adding a touch of classic charm to a variety of spaces in your home Beautiful flower and elegant butterflies pattern can decorate your home wonderful It can be used as wall art, a divider, a screen, or a window treatment, etc. It can be hung vertically, also can be pasted the wall. Brand New and high quality Material: Plastic Color: White Size: Approx. 40x40x0.8cm/ 15.75x 15.75x 0.31inch Package Includes: 4x Divider Panels + Adapter Rings Note: Due to the light and screen setting difference, the item's color may be slightly different from the pictures. Please allow slight dimension difference due to different manual measurement.",Household
12438,ShopAIS 1Pc Romantic Microwave Oven Cover with 2 Pouch Dustproof Cloth Cover Romantic Style Microwave Oven Set - (Assorted Colour and Design) Color Name:Microwave Oven Cover   Multifunctional Transpat Printing Water-proof Refrigerator Cover Towel Storage Bag Refrigerator Dust Cover Hanging Bag,Household
12439,INVISIBLE BED Folding Wall Mounted Study/Computer/Laptop/Office Table (Glossy white - 67.5cm x 56cm) This artistic piece of furniture is from futur decor this contemporary designer piece is high on style and is totally spacious to cater all your needs. This stunning multipurpose furniture reflects the current hot trending designs to keep your home decor up to date. The colour of the furniture is blended and gives it more modern look and is perfect with all kinds of decor this piece has the essence of vintage and classy style to compliment your house and your personality. This fold-able study desk is sleek and can be used as multipurpose shelf/table in your living space. The colour of the furniture is ideal to suit all kinds of themes and decorations. It requires less space and is compact ad sleek.,Household
12440,AmazonBasics  8-Feet Digital Audio Coaxial Cable Size name:8 Feet   AmazonBasics Digital Audio Coaxial Cable - 8 Feet,Electronics
12441,"National Geographic Answer Book, Updated Edition: 10,001 Fast Facts About Our World Review ""Visually appealing and tremendous in scope...600 stunning photographs and illustrations further enhance its didactic power."" -Library Journal 				    	 					 About the Author NATIONAL GEOGRAPHIC is one of the world’s leading nonfiction publishers, proudly supporting the work of scientists, explorers, photographers, and authors, as well as publishing a diverse list of books that celebrate the world and all that is in it. National Geographic Books creates and distributes print and digital works that inspire, entertain, teach, and give readers access to a world of discovery and possibility on a wide range of nonfiction subjects from animals to travel, cartography to history, fun facts to moving stories. A portion of all National Geographic proceeds is used to fund exploration, conservation, and education through ongoing contributions to the work of the National Geographic Society.",Books
12442,"Ramkuwar International Silicone Cooking Tongs，Kitchen Food Tongs，Stainless Steel Material with Heat Resistant Premium Silicone Grip for BBQ Grilling Turner Cooking Tips, 9"" Inch (Black) Color Name:BLACK   ""P-PLUS INTERNATIONAL cooking tongs are made of premium silicone and strong stainless steel frames, giving you great grip and control when handling food. And they protect your food and safe for your family. Let's enjoy the fun of cooking!   Advantage： 1. 9 inch tongs most meet your requirements indoor and outdoor. 2. """"O” Ring design, pull out to lock and push in to open, convenient to locking and easy hanging. 3. Non-slip surface design offers you the best grip on food. 4. Non-stick silicone tips are easy to clean and dishwasher safe. 5. Premium silicone heat resistant to 480F, and stain and odor resistant. Application: 1.To pick up cakes, bread, cooked food, etc. It is convenient and clean to be used for home and restaurant. 2.To barbecue meat in outdoor. It is easy to turn over the food and prevent your hands from being burnt. 3. To pick up hot dishes and be used for frying food, such as chicken wings, drumsticks, French fries, etc. It is safe and useful. Overall Dimension: Packing size:14.17(L)*2.56(W)*1.57(H) inches Package included: 1 x 9 inch Medium size """,Household
12443,"Bull 6 Socket,1 Switch,3 M Wire Extension Board (White) Style name:3M Wire Extension   Bull is the world’s largest manufacturer of extension boards–producing more than 200,000,000 units per year. It is the OEM for many leading extension board brands in the world. Having established its presence in Germany, UK, USA, Japan and France, the company is expanding its base in India. Ramptel solutions is the exclusive importer and marketing partner of these products in India. Bull has quality and innovations as its two most important pillars. It has more than 300 patents to its name and have a dedicated R&D team that uses the most specialized material and technology to provide customers with a safe and comfortable environment for using electricity, thus improving life quality. The company uses stringent American and European quality standards and each product has to go through over 300 tests before it is approved for marketing. Bull has established an international standard laboratory that is officially certified by the US-based professional certification organization UL. After years of growth, its testing center has developed capabilities and methods that measure up to China's and IEC standards for plugs, sockets and cables and up to the standard testing requirements of 30 countries including the US, Japan and European countries.",Household
12444,IAS General Studies Preliminary Topic wise Solved Papers (Paper I and II) The book includes Previous Years Solved Papers of IAS General Studies (Preliminary) Examination conducted by UPSC. It contains questions from 1995 to 2017 both Paper I and II,Books
12445,"Weavers Villa Women's Shawl (WV578-PURPLE_Purple_L) Accessorize your wardrobe with this beautiful and exclusive woven designer jamdani shawl. This shawl has been carefully woven on a jacquard pattern all over the shawl to give a ""Royal"" and ""Glamorous"" look to the product. The color combination of thread work used adds an elegant look in the shawl. Comfortable and warm to feel cozy in winters. Size: 40 x 80 inches. Wash care: dry clean only. This is an exclusive vintage ""Weavers villa"" shawl - think trendy. Be trendy.",Clothing & Accessories
12446,United Colors of Benetton Girls' Shorts,Clothing & Accessories
12447,"The Dhandho Investor: The Low-Risk Value Method to High Returns Review ""Today's greatest rising investor"" --Motley Fool ""How to invest the way an Indian migrant with little money would do - by looking for companies with little downside…"" (Financial Times, Tues 26th February) About the Author Mohnish Pabrai is the Managing Partner of Pabrai Investment Funds, an investment group modelled after the original 1950s Buffett Partnerships. Since its inception in 1999, Pabrai Funds have delivered annualized returns of over 28% (net to investors). He has been favourably profiled by Forbes and Barron's and has made guest appearances on CNBC and Bloomberg TV and Radio.",Books
12448,"Steal Like An Artist Review ""The book is filled with engaging anecdotes and helpful tips taken from Kleon's experience learning to walk on his own creative feet, as well as quotes and stories from big names, ranging from Gide to Goethe to Questlove. - Fast Company co.Design ""Immersing yourself in Steal Like an Artist is as fine an investment in the life of your mind as you can hope to make."" - TheAtlantic.com ""Steal Like An Artist is an actually readable manifesto on how to properly squeeze your brain-juices and unlock your potential."" -- Thrillist 				    	 					 From the Back Cover Unlock your creativity.Steal like an artist.Dont wait until you know who you are to get started.Write the book you want to read.Use your hands.Side projects and hobbies are important.The secret: do good work and share it with people.Geography is no longer our master.Be nice. (The world is a small town.)Be boring. (Its the only way to get work done.)Creativity is subtraction.              See all Product description",Books
12449,"Menjestic Men's Slim Fit Blazer With Grey Lapel This 1 button slim lapel super slim fit jacket is made with the perfect blend of terry and rayon. That makes it comfortable & stylish at the same time. The jet black color is perfect to carry your evenings in epic style! [1]For 34 Size Waist Size Must Be 28 To 30 Inches And Stomach Size Upto 30 Inches at Navel(max.)and Height upto 5ft5inches (max.) [2]For 36 Size Waist Size Must Be 30 To 32 Inches And Stomach Size Upto 32 Inches at Navel(max.)and Height upto 5ft7inches (max.) [3]For 38 Size Waist Size Must Be 32 To 33 Inches And Stomach Size Upto 35 Inches at Navel(max.)and Height upto 5ft8inches (max.) [4]For 40 Size Waist Size Must Be 34 To 35 Inches And Stomach Size Upto 37 Inches at Navel(max.)and Height upto 5ft10inches (max.) [5]For 42Size Waist Size Must Be 36 To 38 Inches And Stomach Size Upto 39 to 40 Inches at Navel(max.)and Height upto 6ft (max.) [6]For 44 Size Waist Size Must Be 38 To 40 Inches And Stomach Size Upto 42 Inches at Navel(max.)and Height upto 6ft2inches (max.) Menjestic Provides You With The Latest , Trendy Blazers And Waistcoat , To Make You Feel Good In All Wedding And Party Functions -Giving You A Men-Jestic Feeling Every Time You Wore One .",Clothing & Accessories
12450,Urban Ladder Edo Fold Out Three Seater Fabric Sofa Cum Bed (Blue) Color:Blue   Warranty Information: The warranty does not cover damages due to usage of the product beyond its intended use and wear and tear in the natural course of product usage,Household
12451,"Powerpak MK-26 LED Tabletop Portable Photo Studio Powerpak LED Light Box is a portable all-in-one photography light box. Powerpak Led Light Box is engineered to give you absolutely best setting for product photography. It has energy efficient LEDs to provide optimal illumination and details to the product. It is designed for photography using smartphones. All you need is just a minute to assemble it and Voila. You are all set to take an amazing picture with your smartphone. When it comes to e-commerce, we know how big a difference a picture makes. A good picture attracts people while a bad one reflects poor quality. you can now get pictures like professionals yourself without any knowledge of photography. it's comes with 2 backgrounds (white and black)",Electronics
12452,Comprehensive Guide to IBPS Bank PO/MT Preliminary & Main Exam ,Books
12453,"STAR WORK Wine Glass 360ml, Set of 4 The glass for Margaritas, Martini and some cocktails has a triangular bowl shape. This form has the opposite effect in comparison with the glasses for sparkling wines. It supports quicker releasing of bubbles from the drink, and, much more than any other glass, evolves the aroma of the drink around. This is the reason why just this glass is often used for serving cocktails and vermouths, such as Martini Dry decorated with an olive, Cinzano with lime skin or famous Cosmopolitan.",Household
12454,LAPMATE Swiztek Internal Cpu Fan for Sony CS Series Featuring Swiztek Internal Cpu Fan for Sony CS Series ensuring a warranty of 30 days.,Electronics
12455,"Dervin Yellow Lens Black Frame Night Vision Driving Sunglasses for Men and Women Dervin Yellow Lens Black Frame Night Vision Driving Sunglasses for Men and WomenAbout Dervin Sunglasses Dervin is committed to provide high quality fashionable and trendy shades or sunglasses. All Dervin sunglasses are made using top notch materials. Dervin unisex sunglasses are ideal for getting a charge out of the daylight, travelling, driving, fishing or shopping. Show your unique and top of the line i.e high-end taste with these mens/womens sunglasses. What's more, these shades for men/women are light weighted to enable you long time wearing without fatigue. Product features: Easy to clean. Lightweight and durable. Reduce reflections and glare. Reduce eyestrain, no tired eyes after a full day in the sun. Improve contrast and visual clarity, to provide you a clear vision. Protect your eyes against harmful UVA/UVB & UVC rays, minimizing damage to your eyesight in the long run. What You Get: Sunglasses * 1 Sunglasses Case * 1 Cleaning Soft Cloth * 1 Tips: 1. To avoid damage, never clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses, today's extra strength soaps are powerful enough to slowly disintegrate lens coatings. 2. We are responsible for all our products, and would love to solve any quality or other problems at any time. If you have any problem, please feel free to contact us at any time. You have no risk to try and we will provide you the best service!",Clothing & Accessories
12456,"Dead Heat (Francis Thriller) About the Author FELIX FRANCIS studied Physics and Electronics at London University and then embarked upon a 17 year career teaching Advanced Level physics. Felix Francis is the younger son of crime writer and National Hunt jockey Dick Francis, and over the past 40 years Felix assisted Dick with both the research and the writing of many of his novels. Felix's love of racing, writing talent, and knowledge and experience as a physics teacher was invaluable in the father and son writing partnership. Felix has written ten 'Francis' novels, the first Under Orders was published in 2006. Then followed Dead Heat,Silks, Even Money, Crossfire, Gamble, Bloodline, Refusal, Damage and Felix's tenth novel Front Runner.",Books
12457,"American Micronic AMI-HM1-300WDx - 5 Speed Hand Mixer 300W Copper Motor, Stainless Steel Blades with Turbo Function This hand blender helps you get away from the toughest cooking tasks and makes your kneading, mixing, whisking, beating and other cooking tasks easy and efficient. Now prepare your bakery favourites at the convenience of your home with this. It features stylish design and colour, powerful 300w motor, 5 speed controls, stainless steel dough and beater attachment, eject button and lot more. This 300-watt hand mixer comes with 5 speed controls for preparation of various different dishes. The dough hooks and beater attachment rotate in low, medium and high speeds. Its 5 speed control function lets you adjust the speed of the motor according to the ingredients you are processing for perfect blending results. This powerful 300w motor ensures effortless and fast blending. This 300-watt hand mixer has a eject button. This eject button is useful when an attachment is supposed to be removed or changed. The attachments cannot be removed unless this eject button is pressed. It has a weight of just 1.3 Kg, which makes it a very light weight kitchen appliance. Also, its slice/push switch facilitates convenient and safe operation to the user. AMERICAN MICRONICs is an iso 9001:2008 certified company and the products are ce certified and compliant with standards of european economic area (EEA) and gepfte sicherheit (GS) german certified products for highest safety standards.",Household
12458,"Forme M660 Mobile Phone (Red) Colour:Red   The Forme M660 is a reliable phone with Triple SIM (GSM + GSM + GSM) compatibility. This gives you an advantage of using three networks in one handset.The device supports the 2G network and comes with an alphanumeric keypad under the screen. The handset comes with primary camera support so that the user does not miss out on moments that are worth capturing. Battery and Storage The Forme M660 is powered by 1500 mAh battery, which provides a talk time up to 8 hours. When fully charged, the phone provides a standby time up to 300 hours. The phone has an embedded memory of 32 MB which can be further expanded up to 16GB using microSD cards. Multimedia The Forme M660 support MP4 function, so you can enjoy all kinds of lastest movies at every moment. M660 is also equipped with a music player, which lets you store music of choice and enjoy listening to them. You can play music tracks with MP3, AMR, WAV and MID formats. The FM radio in the handset allows you tune into your favorite stations. The embedded games keep the game enthusiast engaged at their leisure hours. Connectivity and Features The bar phone allows you to access Internet through GPRS. The preinstalled browser lets to browse through various web pages on the handset itself. You can share files through connectivity options like Bluetooth and USB port. The Conference call option lets you have group conversation with your friends. The Powerful 2 LED Torch light becomes handy for users in dark. The USB port also helps in PC synchronisations so that you can create a backup of the stored files in the handset. Other basic features like wallpaper download, mms, STK, predictive text, calculator, alarm clock, Bluetooth,organizer, are found in the Forme M660",Electronics
12459,Blossoms Wooden Clips Bamboo Cloth Pegs Set Of 40 Clips description: Bamboo Peg Material : Natural Bamboo Size : 72 x 13.5 x 15 MM,Household
12460,Havells Rayline 6-Watt Rechargeable LED Batten (White) It does not contain mercury. Also it consumes very low energy and produce low running temperature. Can be recharged easily with built in plug directly mountable on plug socket. Sturdy ABS housing.,Household
12461,"NIX X08G Advance 8"" Widescreen Hi-Res Digital Photo & HD Video Frame with Hu-Motion Sensor, Black in the box: remote control with battery installed. ac power adaptor. nix advance frame quick start guide.",Electronics
12462,"The Art of the Story: An International Anthology of Contemporary Short Stories Review ""A grand convocation of writers from across the globe - middle-aged and young, famous and obscure.""-Newsweek ""One of the best primers to appear in years . . . Running the gamut from high farce to domestic realism, these tales celebrate the artistic liveliness of short fiction today."" -Boston Phoenix  About the Author Daniel Halpern is the author of eight collections of poetry, and has received numerous grants and awards (including fellowships from the Guggenheim Foundation and the National Endowment for the Arts, as well as the 1993 PEN Publisher Citation). For twenty-five years he edited the literary magazine Antaeus. He is currently Editorial Director of The Ecco Press/HarperCollins and divides his time between Princeton, New Jersey and New York City.",Books
12463,"The Shooting Star: A Girl, Her Backpack and the World About the Author Shivya Nath grew up in Dehradun, at the base of the Himalayas in India. At the age of twenty-three, she quit her corporate job at the Singapore Tourism Board to travel the world. A couple of years later, she gave up her home, sold most of her belongings and started living nomadically. She has travelled to over fifty countries, and is the author of one of India's leading travel blogs, The Shooting Star. She appeared on the cover of the National Geographic Traveller India magazine in 2017, and her intrepid journey has been featured on BBC Travel, NDTV, TEDx and several national and international publications. This is her first book. Connect with her on:Her blog: the-shooting-star.com Instagram: @shivyaTwitter: @shivyaFacebook: The Shooting Star",Books
12464,"Essentials of Medical Pharmacology About the Author KD Tripathi MD Ex-Director-Professor and Head of Pharmacology, Maulana Azad Medical College and Associated LN and GB Pant Hospitals, New Delhi, India",Books
12465,"Stanley 70-380E Double Open End Spanner Set (Matte Finish, 12-Pieces) Product Description Forged from High-quality steel, finished in high-polish nickel chrome, compact Stanley P9 ratchet, An easy-to-use, thumb-operated reverse-switch mechanism, a quick-release button, feature Maxi-Drive design socket- provides 15 percent more torque than standard sockets to tighten fasteners easily and simplify the turning of rounded corners, maxi-Drive helps reduce fastener wear by minimizing contact on the outer 5% of the fastener, maxi-DriveTM helps reduce slipping on frozen or rusted fasteners, all Stanley ratchets, sockets and wrenches are manufactured globally to Stanley specifications. 				    	 					 From the Manufacturer Fix Nuts and Bolts with Much Ease  Fixing and repairing furniture or appliances is not a difficult task anymore, if you have Stanley 70380E 12-Piece Matte Finish Double Open End Spanner Set handy at home. Are you tired of giving a call to the mechanic every now and then to fix small things at your home? No need to spend extra money on mechanics when the small tasks can be performed in the least of time by yourself. Buy online Stanley 70380E 12-Piece Matte Finish Double Open End Spanner Set and repair or fix nuts and bolts of machines and make them work again like before.  Better Grip, Better Usage The Stanley 70380E 12-Piece Matte Finish Double Open End Spanner Set comes in beautiful matte finish that not just give it an eye-catching look, but also makes it user-friendly as well. The elegant matte finish offers better grip, particularly when your hands are slippery and wet. The double open ends of the spanners let you use the spanner both ways, depending on the size you need for your work. Shop Online Stanley 70380E 12-Piece Matte Finish Double Open End Spanner Set at Amazon.in Buy online this assorted collection of spanners of various sizes at great prices at Amazon.in. The product assures you of its durability with strong material thus, making is ideal for various sites of work. Ease up your task of repairing things with this amazing spanner set from the house of Stanley.",Household
12466,"Anshuman® Wooden Tie Hanger 24 Hooks Export Quality, Tie Rack, Cherry Color Quality Anshuman tie rack. Strong chrome swivel hook. Smooth finish and varnished. Excellent value.",Household
12467,"Français B Teacher Book, Pearson International Baccalaureate Diploma for Grade 11& 12 (Pearson International Baccalaureate Diploma: International Editions) About the Author Maite de le Fuente Zofío has been a Spanish IB teacher since 1993. She has been an IB Assistant Examiner for Spanish HL and the extended essay, as well as an internal moderator since 1996. She is also Team-Leader Examiner for Spanish B HL paper 1. She now teaches at the Jakarta International school.",Books
12468,"Easypro Waterproof 1080P Camcorder Action Camera (Multicolour) A water-resistant casing that allows you to film fascinating water sports multiple photo shooting modes: single shot, snapper multiple video recording formats: 1080p 720p wvga water-resistant up to 30 meters under water high definition screen that displays and replays fascinating videos recorded support hdmi hd output function support web camera function detachable battery that is easy to replace and prolongs your cameras service life support micro sd card class 6 or above up to 32gb (Card Not Included Recommend Transcend or Samsung) technical specifications: chipset: ntk96650+ar0330 liquid crystal display (LCD): 1. 5ltps lens: 170¡a+ hd wide-angle lens. Resolution of videos recorded: 1080p (1920*1080 ) 30fps 720p (1280*720) 60fps vga ( 848*480) 60fps qvga (640*480) 60fps video format: mov compressed format of videos: h. 264 resolution of photos: 12m / 8m / 5m storage: support max. 32g shooting mode: single shot / self-timer 2s / 5s / 10s / continuous shooting frequency of optical source: 50hz / 60hz battery capacity: 900mah recording time: 1080p/ about 70 minutes charging time: about 3. 5 hours.",Electronics
12469,"Xuba Women's Trench Coat Autumn Thick Lining Winter Jacket Overcoat Female Casual Long Hooded Coat Zipper Horn Button Outwear Women's Trench Coat Autumn Thick Lining Winter Jacket Overcoat Female Casual Long Hooded Coat Zipper Horn Button Outwear Note: The colors deviation might differ due to different monitor settings. We provide you with the best product and service, if you have any problem, please let us know, and we will solve the problem ASAP. Thank you so much.",Clothing & Accessories
12470,"Walking with Nanak About the Author Haroon Khalid has an academic background in Anthropology from the Lahore University of Management and Sciences (LUMS). He has been a travel writer and freelance journalist since 2008, travelling extensively around Pakistan and documenting its historical and cultural heritage. He has written for several newspapers and magazines, including the News, Express Tribune, the Friday Times and Himal. He writes a weekly column for www.scroll.in. Born and raised in Lahore, he now lives in Islamabad with his wife and works as an educationist. This is his third book.",Books
12471,"RAPID Shapewears Women's Non-Padded Tube Bra- Combo of 3 (Multicolor, Free Size) Effortless Wirefree, Strapless, and Non Padded Bra for Women is made of Ultra Soft and stretchy fabric for flattering feel and comfort. It features a Bandeau with elastic at the top and bottom for a secure fit. This Rapid Tube Bra provides with all the support and coverage women need for the chest area and It is easy to pull-over. This Combo of 3 (Black,Beige,White) is perfect as a layering piece, dance wear or any sport activity.",Clothing & Accessories
12472,"Bridge2shopping Aluminium Hammer Meat Tenderizer Aluminium Hammer Meat Tenderizer : It has Double Side for pounding and tenderize meat. Double sides design, which can tenderize meat effectively,it's a perfect tool for Kitchen , Commercial Use , parties , BBQ , Picnic.",Household
12473,"Morphy Richards Super Glide 2000-Watt Steam Iron (White/Blue) This Morphy Richards Super Glide Steam Iron lives up to its name – gliding effortlessly over the garment fabric, shooting steam through 46 steam holes while efficiently reducing ironing time. It is light in weight and big on performance. It tackles creases by spewing out 11g/min of steam, while taming the very stubborn ones with a massive, 150g turbo shot. Additionally, it can also flatten fabric with a fine water spray. Giving your garments a pristine, crisp look. Its clear view, large 350 ml water tank allows for easy refilling even while the iron is on. What’s more, you can also steam up and freshen your suits, jackets, and curtains as they hang in a vertical position without having to dismount them.",Household
12474,Helicopter Theory ,Books
12475,"Luminous 3.5 Kva Pure Sine Cruze Wave Inverter Home and Commercial establishments have higher power needs. Also, frequent power cuts can hamper the overall performance of the appliances. Luminous 3.5 KVA / 4 Battery System offers high quality and reliable power backup solution for running office and sensitive appliances. Key Feature 4 Battery / 48 Volt system for running Office and Air-Conditioners. Running Load Lights, Fans, Refrigerator, LED Television, Water Motor, Laserjet printer, Multiple Computers, Laptop and Mobile charging Color Silver Battery Support 120 Ah - 220 Ah Battery System Four battery / 48V Technical Details Wave Type Pure Sine Wave Rated Capacity 3500 VA Output power 2800 Watt Input Voltage 110V -290V Output Voltage (Ups Mode) 180V - 230 V Charging Current 21 Amps Recommended Battery Ah 135 Ah - 180Ah Full Battery Recharge Time 10 - 12 Hours Protection Overload, deep discharge, short-circuit, Reverse polarity & Input mains protection through MCB and by pass switch. Weight 25.0 Kg Dimensions 40 *38 *47 cm (L*W*H) Display Indications Mains available - yes Battery Charging - yes Battery Charging level in % -yes Inverter switched on - yes Low Battery indication- yes Overload Indication - yes # Battery is not included with this purchase.",Household
12476,Beardo De-Tan Face Scrub (100 gm),Household
12477,"HOKIPO Plastic Adjustable Criss-Cross Necktie Rack Hanger(Black) The Tie Hanger That Organizes Your Ties Once and for All HOKIPO Necktie Organizer is the tie hanger that adjusts to your needs. It's not fancy but it gets the job done and does what you want - organizes your ties, holds them firmly in place and keeps them off the closet floor. HOKIPO cross tie hanger starts off your day right by displaying your ties properly, so all you have to do is grab your favorite tie and go. Packed with all the features you need including: Balanced to prevent sagging to one side and dumping ties on the floor. Compact and uses minimal space in your closet. Provides organization without adding bulk. Holds up to 20 ties, so no overlapping. Smooth, plastic clips secure your ties in place. Rotates 360 degree for ease of selection. Folds into a small, compact unit. Don't accept imitations.",Household
12478,"Cosmic Byte C1070T Interstellar Wired Gamepad for PC/PS3/Android support for Windows XP/7/8/10, Rubberized Texture, Drivers Size:wired   Specifications: Integrated Dual Mode: X-input and Direct-input for greater games compatibilityEccentric 360 degree analog sticks for more comfortUltra-precise eight-way D CrossDouble triggers and analog bumpers12 numeric buttons, including (Home), (Start), (Select)..Special ""Rapid Fire"" with (Turbo) modeDual vibration motors for maximum Games thrillCompatibility: PlayStation 3, Android and Windows XP aboveLED indicators (connection charge, discharge..)Length of charging cable: 1.8m plus or minus 5cm (including 1.5m USB Cable+0.3m OTG Cable)Dimensions: 160 mm x 106 mm x 58 mmWeight: 223gplus or minus 10gCompatibility: The controller is compatible with games running with Xinput or Dinput Mode. The controller may not vibrate with some games, as the game may not support vibrationSupports Windows XP, 7, 8, 8.1, 10 and above",Electronics
12479,"BODYCARE Combo of Multicoloured Cotton Brief for Boys Pack of 4 Bodycare Brings a new collection of Boys Brief Pack of 4, 100% cotton fabric with attractive design and stylish trendy look.",Clothing & Accessories
12480,"Ishin Women's Dress Material (Ddrvmns-2386_Navy Blue & Pink_One Size) Ishin synthetic Navy Blue & Pink printed unstitched salwar suit dress material with dupatta will be a perfect addition to your ethnic collection. The length of the top is 2. Meters, bottom -2.Meters, dupatta -2.Meters kindly be noted it is not ready made product and need to be stitched according to your size.Wash & Care Instruction - first time dry clean then Hand wash.The images displayed is for representation purpose only.",Clothing & Accessories
12481,"Think and Grow Rich (DELUXE EDITION) About the Author American born Napoleon Hill is considered to have influenced more people into success than any other person in history. He has been perhaps the most influential man in the area of personal success technique development, primarily through his classic book 'Think and Grow Rich' which has helped million of the people and has been important in the life of many successful people.",Books
12482,Alfa Children Knob (Pink) Cartoon Shape Drawer Handle Designer Look Alfa presents knob which is made of rubber and is pink in colour. The size (L x B) of this product is 2.5 cm x 2 cm.,Household
12483,Kiran’s SSC General Awareness Chapterwise & Typewise Solved Papers 1999 March 2018 English -2213 ,Books
12484,"Trance Home Linen Cotton Dust Proof Water Resistant Quilted Pillow Protector (White) - Pack of 2 Pieces Two pillow protectors to provide you the little extra cushioning on your pillow.these are with quilted cotton top and 150 gsm polyfill inside and with a zipper mouth.these will protect your pillows from dustmites,allergens.these will also absorb any fluid discharge like saliva , children drolling.These can be machine washed and this will help you maintain hygiene. This will fit your standard pillow of 27*17.dimension size 17.5 inches x 28 inches.",Household
12485,"Think and Grow Rich (DELUXE EDITION) About the Author American born Napoleon Hill is considered to have influenced more people into success than any other person in history. He has been perhaps the most influential man in the area of personal success technique development, primarily through his classic book 'Think and Grow Rich' which has helped million of the people and has been important in the life of many successful people.",Books
12486,Principles and Practice of Laser Dentistry Review Successfully expand the use of lasers in your dental practice,Books
12487,"CP Plus CP-USC-TA24L2 2.4MP (1080P) IR Cosmic Fiber Body Night Vision Bullet Camera 1Pcs. CP Plus CP-USC-TA24L2 2.4MP (1080P) IR Cosmic Fiber Body Night Vision Bullet Camera 1Pcs. Camera Description: 2.4MP IR Cosmic Bullet Camera - 20 Mtr, 1/2.7"" 2.4 Megapixel HQIS Pro Image sensor, Max 25/30fps@ 2.4MP, Min. illumination: 0.02Lux/F2.0, 0Lux IR ON. 3.6mm Lens, IR Range of 20 Mtr, DWDR, Day/Night(ICR), AWB, AGC, BLC. OSD Menu, control over coaxial cable, 2D-DNR. HD and SD switchable. IP67 Weatherproof Standard. Power Source: DC12V, Power Consumption: Max 2.8W. Can Be Watched Online, High Quality Branded Product, Installation is not included. 2 Year Seller Warranty of Camera. (Physical Damage & Burning are not covering in Warranty). Before purchasing this product, please make sure that your DVR is supported to this camera.",Electronics
12488,EXPRESS LEARNING AUTOMATA THEORY AND FORMAL LANGUAGES,Books
12489,"24"" Powder Coated 5 Door Steel Shoe Rack Slim and space-saver shoe rack made of prime quality steel sheets with 100 percent powder coating. Wall mountable, this can fit in any corner of the home and also outside the house. It comes with a lock and key arrangement. The whole unit can be locked with a single key. It has air louvers for ventilation to keep your shoes smelling fresh. Includes screws for easy installation.",Household
12490,"Rich Case Flip Tablet Pu Leather Book Cover For Kindle E-Reader 6"" Paperwhite - Stand Pink PU Leather Flip Cover for Amazon Kindle Paperwhite E-book Reader. The cover is made of premium PU leather. Flip case can fold back for one-handed reading. Easy application and precise cut-outs with full access to all controls and features; Ultra slim and ultra lightweight edition protecting your device without adding unnecessary bulk or weight. Magnetic closure. Premium PU leather cover protecting your devices from scratches. Color- Stand Pink",Electronics
12491,"Quantum Doctor: A Quantum Physicist Explains the Healing Power of Integral Medicine (Camino Guides) Review ""Dr. Amit Goswami as usual has the most brilliant insights into how consciousness conceives, governs, constructs, and becomes biology."" -Deepak Chopra--Reviews 				    	 					 About the Author Amit Goswami is a theoretical nuclear physicist and member of The University of Oregon Institute for Theoretical Physics since 1968. Goswami received his PhD in physics from Calcutta University in 1964. He became best known as one of the interviewed scientists featured in the 2004 film What the Bleep Do We Know!? He is also featured in the upcoming documentary, Dalai Lama Renaissance (narrated by Harrison Ford). Visit him at amitgoswami.org.",Books
12492,"Hypernation Blue Color Side Button Cotton Waistcoat for Men Hypernation blue color side button sleeveless cotton waistcoat for men. Team this waistcoat with jeans,casual trouser,white shirt and casual shoes for complete look",Clothing & Accessories
12493,"Lenovo Tab4 10 Tablet (10.1 inch,16GB,Wi-Fi + 4G LTE) Slate Black Beautifully designed, powerfully built, the Tab 4 10 is the quintessential family This tab is25.654 centimeters (10.1 inch) HD IPS 10 point multi-touch capacitive touchscreen with 1280 x 800 pixels resolution",Electronics
