unique_id,age,Gender,Math_Score,Reading_Score,Writing_Score,Lunch
JKT-8931,18,Female,86,32,75,Standard
JKT-2900,16,Male,63,74,53,Standard
JKT-3680,18,Female,18,78,81,Standard
JKT-5206,16,Male,5,98,20,Standard
JKT-6838,15,Male,94,79,96,Free/Reduced
JKT-7445,15,Male,84,56,2,Free/Reduced
JKT-3647,16,Female,99,21,81,Standard
JKT-5472,17,Male,62,25,46,Standard
JKT-6768,18,Female,1,43,2,Free/Reduced
JKT-3134,18,Female,31,9,43,Standard
JKT-7968,16,Male,89,28,93,Free/Reduced
JKT-1315,15,Male,16,70,97,Free/Reduced
JKT-3058,18,Female,70,2,5,Standard
JKT-6274,18,Female,96,46,95,Free/Reduced
JKT-7411,18,Male,4,7,72,Free/Reduced
JKT-8780,17,Female,95,23,29,Free/Reduced
JKT-8917,15,Female,38,64,22,Standard
JKT-3143,17,Male,41,37,94,Standard
JKT-6185,18,Male,55,41,3,Free/Reduced
JKT-5034,15,Male,51,100,50,Standard
JKT-8131,17,Female,99,22,45,Free/Reduced
JKT-7557,17,Male,39,39,31,Free/Reduced
JKT-6352,17,Male,0,36,19,Standard
JKT-8992,15,Female,28,63,14,Free/Reduced
JKT-5605,18,Female,79,76,3,Free/Reduced
JKT-0487,16,Female,59,23,39,Free/Reduced
JKT-4190,15,Male,97,14,44,Free/Reduced
JKT-9558,16,Male,20,82,20,Standard
JKT-8898,18,Female,2,46,45,Free/Reduced
JKT-4582,18,Female,53,99,85,Standard
JKT-7261,15,Male,31,51,78,Standard
JKT-6617,17,Male,33,85,17,Free/Reduced
JKT-5687,17,Male,68,22,41,Free/Reduced
JKT-7719,16,Male,55,94,43,Standard
JKT-3644,18,Female,8,23,75,Free/Reduced
JKT-1157,18,Male,93,58,82,Free/Reduced
JKT-1524,18,Female,31,68,81,Free/Reduced
JKT-5073,16,Female,76,29,87,Free/Reduced
JKT-5197,18,Male,0,13,70,Standard
JKT-0451,17,Male,32,92,65,Free/Reduced
JKT-6773,18,Male,23,61,57,Standard
JKT-7368,15,Female,29,9,22,Standard
JKT-2838,16,Male,57,8,94,Free/Reduced
JKT-3905,16,Female,94,73,74,Free/Reduced
JKT-0918,18,Male,71,87,62,Free/Reduced
JKT-9305,17,Male,74,64,98,Standard
JKT-4941,15,Male,6,16,91,Standard
JKT-1881,17,Female,92,4,62,Free/Reduced
JKT-1528,17,Female,16,42,40,Standard
JKT-1067,15,Male,23,51,29,Standard
JKT-2186,17,Male,95,11,56,Free/Reduced
JKT-4386,16,Female,5,63,84,Standard
JKT-9255,18,Male,60,80,79,Free/Reduced
JKT-3227,16,Female,41,52,76,Free/Reduced
JKT-8627,18,Male,51,33,49,Standard
JKT-0547,16,Female,1,74,38,Free/Reduced
JKT-6182,17,Female,12,49,13,Free/Reduced
JKT-3258,15,Male,59,72,88,Free/Reduced
JKT-3158,17,Female,99,56,18,Standard
JKT-3530,17,Female,44,98,42,Free/Reduced
JKT-6471,18,Female,92,50,62,Standard
JKT-1428,17,Male,66,60,73,Free/Reduced
JKT-4991,18,Male,91,21,61,Standard
JKT-5016,15,Female,81,68,57,Free/Reduced
JKT-6656,17,Male,58,23,60,Free/Reduced
JKT-6434,15,Male,76,74,53,Free/Reduced
JKT-8161,18,Female,14,41,65,Standard
JKT-7444,15,Male,27,7,95,Free/Reduced
JKT-0786,17,Female,59,91,31,Free/Reduced
JKT-0524,16,Female,80,42,90,Standard
JKT-9848,17,Male,28,24,8,Free/Reduced
JKT-8335,16,Male,81,70,65,Free/Reduced
JKT-1502,18,Female,14,55,17,Standard
JKT-7495,18,Female,10,47,56,Free/Reduced
JKT-1504,18,Male,31,18,64,Free/Reduced
JKT-5365,17,Female,54,61,75,Free/Reduced
JKT-3292,18,Female,26,58,100,Standard
JKT-1473,17,Female,88,7,88,Standard
JKT-5665,17,Male,82,14,44,Free/Reduced
JKT-1715,18,Male,40,46,44,Free/Reduced
JKT-5250,16,Male,21,87,50,Free/Reduced
JKT-6255,15,Female,88,99,52,Standard
JKT-6910,17,Female,36,10,21,Standard
JKT-1248,18,Male,75,96,8,Standard
JKT-6705,15,Male,22,20,99,Standard
JKT-2150,16,Female,79,47,30,Standard
JKT-4277,18,Male,29,2,43,Free/Reduced
JKT-9789,15,Female,35,38,26,Free/Reduced
JKT-3300,15,Female,72,72,68,Free/Reduced
JKT-1615,15,Male,85,57,8,Standard
JKT-5287,17,Male,74,61,3,Free/Reduced
JKT-4451,17,Female,26,4,79,Standard
JKT-8413,15,Male,28,72,91,Free/Reduced
JKT-6919,17,Female,83,79,12,Free/Reduced
JKT-7531,17,Male,17,87,78,Standard
JKT-0717,18,Female,79,38,35,Free/Reduced
JKT-1669,15,Female,44,84,65,Free/Reduced
JKT-2752,16,Female,59,65,27,Free/Reduced
JKT-5724,15,Female,5,10,92,Free/Reduced
JKT-6598,15,Female,82,23,18,Free/Reduced
JKT-5177,15,Female,85,95,75,Standard
JKT-4506,17,Female,51,9,35,Free/Reduced
JKT-8322,17,Female,5,34,20,Standard
JKT-6829,17,Female,69,43,29,Free/Reduced
JKT-1261,18,Male,83,10,50,Standard
JKT-7760,16,Male,1,23,57,Free/Reduced
JKT-1958,17,Female,28,8,66,Standard
JKT-4620,17,Male,11,44,89,Standard
JKT-5386,16,Female,60,91,70,Standard
JKT-5387,16,Female,78,92,98,Free/Reduced
JKT-2531,16,Female,0,19,33,Free/Reduced
JKT-1435,15,Female,57,70,100,Free/Reduced
JKT-7782,17,Female,48,9,5,Free/Reduced
JKT-4355,15,Female,100,100,56,Free/Reduced
JKT-4885,16,Female,89,74,67,Free/Reduced
JKT-1840,18,Male,60,41,19,Free/Reduced
JKT-5653,18,Male,46,83,73,Standard
JKT-5786,16,Male,87,36,80,Standard
JKT-2761,18,Female,91,99,4,Free/Reduced
JKT-5426,16,Male,61,33,51,Standard
JKT-3170,15,Female,99,26,31,Free/Reduced
JKT-7423,16,Male,72,2,18,Free/Reduced
JKT-6073,16,Male,17,54,3,Standard
JKT-1079,16,Female,40,81,36,Standard
JKT-9087,18,Female,79,59,28,Standard
JKT-0671,18,Male,36,74,10,Free/Reduced
JKT-9515,17,Female,6,2,93,Free/Reduced
JKT-8345,16,Male,77,31,93,Standard
JKT-8413,16,Male,46,83,62,Standard
JKT-9719,18,Male,35,93,32,Free/Reduced
JKT-5226,15,Male,98,55,35,Standard
JKT-6272,15,Female,68,22,28,Standard
JKT-6700,16,Male,86,23,44,Free/Reduced
JKT-3293,18,Female,46,81,12,Standard
JKT-3613,16,Female,39,85,27,Free/Reduced
JKT-0790,17,Female,0,47,39,Standard
JKT-3204,16,Female,92,33,34,Free/Reduced
JKT-5952,17,Female,88,94,23,Free/Reduced
JKT-0306,18,Female,72,83,97,Free/Reduced
JKT-8540,18,Male,95,49,14,Standard
JKT-5878,16,Male,47,62,36,Standard
JKT-6380,16,Female,4,86,72,Standard
JKT-6518,17,Female,14,57,74,Standard
JKT-0447,16,Male,41,23,52,Standard
JKT-1873,17,Female,85,62,3,Standard
JKT-4692,18,Male,73,45,38,Standard
JKT-4764,17,Male,56,49,43,Standard
JKT-5567,17,Male,12,78,42,Standard
JKT-3939,18,Female,15,75,42,Free/Reduced
JKT-7354,18,Female,47,53,76,Standard
JKT-7150,16,Male,59,25,11,Standard
JKT-8626,16,Female,54,1,81,Standard
JKT-9762,18,Male,17,49,98,Standard
JKT-6148,17,Male,68,8,56,Standard
JKT-8861,18,Male,40,56,57,Free/Reduced
JKT-2821,15,Male,35,12,27,Free/Reduced
JKT-0538,15,Female,77,100,85,Free/Reduced
JKT-0105,17,Male,64,14,91,Standard
JKT-2143,15,Female,80,80,88,Free/Reduced
JKT-2149,16,Female,61,68,19,Standard
JKT-2951,17,Male,65,89,28,Standard
JKT-1190,18,Male,27,38,23,Free/Reduced
JKT-1125,15,Female,19,15,96,Free/Reduced
JKT-1902,16,Male,42,25,92,Free/Reduced
JKT-1793,15,Male,53,61,78,Free/Reduced
JKT-5396,18,Female,97,41,24,Free/Reduced
JKT-7273,18,Male,47,53,65,Standard
JKT-8887,15,Male,1,74,51,Standard
JKT-5412,17,Male,71,42,19,Standard
JKT-8285,18,Female,4,57,44,Free/Reduced
JKT-2758,18,Female,64,52,17,Free/Reduced
JKT-0520,18,Male,68,33,2,Free/Reduced
JKT-7450,15,Male,96,23,54,Standard
JKT-7738,17,Male,34,99,100,Standard
JKT-6119,15,Female,67,18,63,Free/Reduced
JKT-9043,17,Male,70,55,24,Free/Reduced
JKT-8917,16,Female,80,44,37,Standard
JKT-1657,16,Male,31,66,76,Free/Reduced
JKT-7078,17,Female,57,10,39,Standard
JKT-6724,17,Male,23,53,14,Free/Reduced
JKT-2395,16,Female,96,34,35,Free/Reduced
JKT-6798,18,Female,69,91,34,Standard
JKT-5577,16,Female,85,6,59,Free/Reduced
JKT-1283,18,Male,99,4,60,Free/Reduced
JKT-0693,18,Female,17,96,25,Free/Reduced
JKT-6744,17,Female,17,72,4,Standard
JKT-7748,18,Male,87,72,94,Free/Reduced
JKT-9510,18,Female,57,65,32,Standard
JKT-3523,15,Female,77,89,10,Standard
JKT-6738,18,Male,77,48,69,Free/Reduced
JKT-9198,17,Female,38,10,61,Free/Reduced
JKT-8467,17,Female,93,17,59,Standard
JKT-5076,16,Female,14,23,96,Free/Reduced
JKT-0263,16,Female,32,86,27,Standard
JKT-2124,16,Male,0,28,16,Standard
JKT-4034,15,Female,70,29,44,Free/Reduced
JKT-6082,15,Female,20,94,1,Standard
JKT-8589,15,Male,25,91,91,Free/Reduced
JKT-9207,18,Male,65,68,28,Standard
JKT-2437,16,Female,17,77,16,Standard
JKT-6121,17,Male,16,11,81,Standard
JKT-6142,16,Male,5,32,41,Free/Reduced
JKT-3703,15,Male,98,24,1,Free/Reduced
JKT-6186,18,Male,10,68,45,Free/Reduced
JKT-6923,15,Female,46,83,38,Standard
JKT-2594,15,Male,48,51,21,Free/Reduced
JKT-5472,16,Female,1,19,53,Standard
JKT-1828,17,Female,41,63,39,Standard
JKT-4138,15,Female,48,46,25,Free/Reduced
JKT-3277,17,Female,99,70,81,Standard
JKT-0370,18,Female,33,79,72,Free/Reduced
JKT-1745,17,Female,42,41,98,Standard
JKT-3061,15,Female,99,52,73,Free/Reduced
JKT-4238,16,Male,35,99,6,Standard
JKT-4038,15,Female,87,23,37,Standard
JKT-3278,16,Female,58,43,5,Standard
JKT-1908,16,Female,6,77,31,Free/Reduced
JKT-9281,18,Male,71,41,72,Standard
JKT-4180,18,Male,25,22,11,Standard
JKT-6102,16,Male,19,92,25,Standard
JKT-8952,16,Male,25,23,11,Free/Reduced
JKT-6370,17,Male,85,71,33,Standard
JKT-4065,18,Male,19,46,22,Free/Reduced
JKT-5220,15,Female,43,74,2,Standard
JKT-7790,18,Female,14,59,53,Free/Reduced
JKT-1844,15,Female,8,92,0,Standard
JKT-0053,18,Male,29,33,91,Standard
JKT-9173,15,Female,36,44,82,Standard
JKT-4786,18,Male,14,33,52,Free/Reduced
JKT-3354,16,Female,66,40,38,Free/Reduced
JKT-0172,18,Male,91,20,62,Free/Reduced
JKT-2865,18,Male,34,43,59,Standard
JKT-7936,18,Male,95,70,31,Free/Reduced
JKT-3795,15,Male,74,56,51,Free/Reduced
JKT-6669,17,Male,68,87,99,Standard
JKT-0900,16,Female,30,8,86,Free/Reduced
JKT-3818,16,Female,44,63,82,Free/Reduced
JKT-5899,17,Male,30,17,28,Standard
JKT-3071,16,Female,78,37,30,Free/Reduced
JKT-2432,18,Male,37,2,12,Standard
JKT-9120,18,Female,83,81,47,Standard
JKT-7644,18,Male,55,18,49,Free/Reduced
JKT-4227,16,Female,17,15,92,Free/Reduced
JKT-5572,16,Male,30,0,55,Free/Reduced
JKT-7259,15,Female,48,86,92,Free/Reduced
JKT-9239,17,Female,24,82,87,Standard
JKT-2538,18,Female,78,51,0,Free/Reduced
JKT-3655,18,Male,14,31,80,Free/Reduced
JKT-7410,18,Male,29,58,55,Free/Reduced
JKT-3453,15,Male,68,17,62,Free/Reduced
JKT-4383,17,Female,98,82,48,Standard
JKT-8300,17,Male,5,97,3,Standard
JKT-6700,15,Female,43,59,64,Standard
JKT-4437,15,Male,89,28,19,Standard
JKT-7902,15,Female,67,87,82,Standard
JKT-8416,16,Male,36,20,84,Standard
JKT-5812,15,Female,45,18,34,Standard
JKT-8548,18,Male,18,72,27,Standard
JKT-8452,17,Male,7,63,91,Standard
JKT-9660,16,Female,23,45,93,Standard
JKT-8645,15,Male,74,16,39,Free/Reduced
JKT-1012,17,Female,44,75,17,Standard
JKT-0815,17,Female,49,25,28,Standard
JKT-3467,15,Female,39,67,43,Standard
JKT-2869,18,Male,69,28,50,Free/Reduced
JKT-6156,15,Male,38,36,85,Free/Reduced
JKT-6161,18,Male,10,13,49,Standard
JKT-3197,15,Female,56,34,0,Standard
JKT-6633,18,Male,48,14,37,Standard
JKT-2335,18,Female,39,40,30,Standard
JKT-5787,15,Male,79,82,6,Standard
JKT-7264,15,Female,56,13,83,Standard
JKT-9945,16,Female,51,81,76,Free/Reduced
JKT-1492,16,Male,85,13,62,Standard
JKT-3872,16,Male,65,7,79,Free/Reduced
JKT-5616,16,Male,59,93,28,Standard
JKT-3712,15,Female,73,58,97,Standard
JKT-4169,17,Female,43,68,53,Free/Reduced
JKT-0218,18,Male,68,99,86,Standard
JKT-0398,16,Female,25,37,84,Standard
JKT-5996,17,Male,16,77,62,Standard
JKT-1592,16,Female,97,60,22,Free/Reduced
JKT-3910,18,Male,83,98,4,Standard
JKT-8064,17,Female,16,44,38,Free/Reduced
JKT-0411,15,Male,80,78,78,Standard
JKT-9958,18,Female,93,48,6,Free/Reduced
JKT-5663,17,Female,34,75,51,Standard
JKT-5022,16,Male,33,23,41,Standard
JKT-4686,15,Female,13,51,20,Standard
JKT-5707,18,Male,79,4,29,Free/Reduced
JKT-8653,18,Female,31,15,83,Free/Reduced
JKT-4694,15,Male,5,51,43,Standard
JKT-9725,17,Female,24,97,68,Free/Reduced
JKT-6663,18,Male,52,52,24,Standard
JKT-7315,18,Female,35,7,2,Standard
JKT-0735,15,Female,95,29,28,Standard
JKT-9335,15,Male,66,94,92,Free/Reduced
JKT-4267,18,Female,55,19,22,Standard
JKT-8286,15,Male,71,71,65,Standard
JKT-5967,15,Male,85,53,14,Standard
JKT-7980,16,Female,65,47,67,Free/Reduced
JKT-1570,15,Male,40,6,43,Free/Reduced
JKT-2877,18,Female,0,47,20,Free/Reduced
JKT-0536,15,Female,88,86,100,Free/Reduced
JKT-3489,17,Male,78,46,33,Standard
JKT-7982,15,Male,91,22,24,Free/Reduced
JKT-2435,17,Male,100,51,77,Free/Reduced
JKT-3190,17,Male,25,26,52,Free/Reduced
JKT-1156,15,Female,22,9,62,Free/Reduced
JKT-3667,16,Male,41,69,67,Free/Reduced
JKT-4780,15,Female,44,76,94,Free/Reduced
JKT-2652,15,Male,93,9,93,Standard
JKT-4150,17,Male,26,16,22,Standard
JKT-6537,15,Female,83,42,22,Standard
JKT-7979,17,Female,74,50,37,Standard
JKT-7701,17,Female,41,91,55,Standard
JKT-8431,18,Male,8,31,16,Standard
JKT-5580,15,Female,100,63,94,Free/Reduced
JKT-7362,15,Female,29,4,52,Standard
JKT-0777,15,Female,61,2,34,Free/Reduced
JKT-7723,16,Male,51,31,1,Free/Reduced
JKT-7623,15,Female,63,86,5,Free/Reduced
JKT-3214,15,Female,18,78,13,Free/Reduced
JKT-8781,18,Female,88,99,79,Standard
JKT-0681,16,Male,86,83,97,Standard
JKT-0611,15,Female,4,9,80,Free/Reduced
JKT-9333,18,Female,50,79,76,Standard
JKT-6878,17,Female,74,17,59,Free/Reduced
JKT-1357,18,Male,68,46,66,Standard
JKT-9775,18,Male,84,89,83,Free/Reduced
JKT-0817,15,Male,86,100,62,Free/Reduced
JKT-5111,18,Male,58,68,74,Standard
JKT-1451,16,Female,72,13,90,Standard
JKT-3628,15,Female,86,79,85,Standard
JKT-3504,15,Female,45,6,2,Standard
JKT-7110,18,Female,52,92,59,Standard
JKT-9338,15,Female,33,64,53,Standard
JKT-4916,17,Female,50,75,79,Standard
JKT-4027,18,Female,2,44,12,Standard
JKT-4155,15,Male,73,35,15,Free/Reduced
JKT-4241,18,Male,92,18,63,Standard
JKT-7623,18,Male,6,38,36,Standard
JKT-1164,16,Female,57,57,59,Free/Reduced
JKT-4103,15,Female,89,41,39,Free/Reduced
JKT-5488,17,Male,47,76,14,Standard
JKT-9166,16,Male,14,67,5,Standard
JKT-6707,15,Male,8,61,28,Standard
JKT-6553,18,Male,84,94,71,Free/Reduced
JKT-8885,17,Female,92,93,92,Standard
JKT-6425,16,Female,91,37,5,Standard
JKT-7349,16,Female,57,50,21,Standard
JKT-6973,15,Female,59,23,27,Free/Reduced
JKT-9240,15,Male,28,19,43,Free/Reduced
JKT-1133,18,Female,53,50,57,Free/Reduced
JKT-9813,16,Female,41,83,18,Free/Reduced
JKT-0280,18,Male,97,32,39,Standard
JKT-0409,17,Male,17,7,83,Free/Reduced
JKT-6356,18,Male,78,51,49,Free/Reduced
JKT-1798,15,Female,20,61,98,Free/Reduced
JKT-5888,18,Female,52,30,86,Free/Reduced
JKT-6401,18,Female,9,58,55,Free/Reduced
JKT-0135,16,Female,3,83,86,Free/Reduced
JKT-5812,16,Female,70,32,72,Standard
JKT-4227,15,Female,48,25,15,Free/Reduced
JKT-2448,15,Male,4,90,53,Free/Reduced
JKT-6645,15,Female,14,33,65,Standard
JKT-1849,16,Female,54,86,8,Standard
JKT-7885,15,Female,2,64,74,Free/Reduced
JKT-0121,17,Male,61,67,24,Free/Reduced
JKT-6599,15,Male,88,48,76,Standard
JKT-0558,18,Female,60,41,52,Standard
JKT-4679,18,Male,7,64,68,Free/Reduced
JKT-7805,16,Female,60,32,67,Free/Reduced
JKT-3111,18,Female,57,67,64,Standard
JKT-3961,15,Female,71,28,32,Free/Reduced
JKT-8639,16,Male,1,44,85,Free/Reduced
JKT-1829,15,Male,4,4,45,Free/Reduced
JKT-9688,18,Male,16,0,57,Standard
JKT-6046,18,Male,65,9,35,Free/Reduced
JKT-4612,17,Male,30,98,14,Free/Reduced
JKT-5654,15,Male,3,33,4,Free/Reduced
JKT-3845,17,Female,55,67,13,Standard
JKT-2771,18,Male,95,69,96,Free/Reduced
JKT-3225,18,Female,55,70,7,Standard
JKT-6650,16,Male,91,35,94,Standard
JKT-1385,15,Male,45,58,57,Standard
JKT-8949,18,Male,60,0,73,Free/Reduced
JKT-7458,15,Female,50,96,75,Standard
JKT-0302,18,Male,57,69,32,Standard
JKT-3164,16,Male,37,46,7,Free/Reduced
JKT-6264,18,Female,67,14,12,Standard
JKT-3662,16,Male,14,50,8,Standard
JKT-0848,16,Female,40,71,24,Free/Reduced
JKT-8793,17,Female,22,1,97,Standard
JKT-1898,17,Female,22,46,27,Free/Reduced
JKT-6557,18,Female,66,15,86,Free/Reduced
JKT-1885,15,Male,39,93,26,Standard
JKT-9217,17,Male,70,53,73,Free/Reduced
JKT-0126,16,Female,0,43,94,Free/Reduced
JKT-6641,17,Male,82,92,63,Free/Reduced
JKT-9695,17,Female,40,43,66,Standard
JKT-8638,18,Female,42,96,89,Standard
JKT-0654,15,Female,87,52,98,Standard
JKT-8850,18,Female,83,35,39,Free/Reduced
JKT-5996,16,Female,62,93,30,Free/Reduced
JKT-8254,16,Male,5,97,72,Free/Reduced
JKT-3899,16,Female,100,65,60,Free/Reduced
JKT-8852,15,Male,81,1,13,Standard
JKT-9397,15,Male,85,26,37,Standard
JKT-4259,15,Female,41,100,82,Standard
JKT-0692,16,Male,68,82,85,Free/Reduced
JKT-8219,16,Male,97,80,20,Free/Reduced
JKT-8559,16,Female,29,24,64,Free/Reduced
JKT-7824,16,Female,42,67,23,Free/Reduced
JKT-4334,16,Female,11,4,89,Standard
JKT-0911,18,Male,73,9,90,Standard
JKT-0627,17,Female,35,21,97,Standard
JKT-0580,17,Female,85,12,79,Free/Reduced
JKT-7799,17,Male,77,65,73,Free/Reduced
JKT-4755,15,Male,96,1,27,Standard
JKT-0575,18,Male,20,93,45,Standard
JKT-0255,17,Male,65,66,24,Free/Reduced
JKT-0340,18,Male,41,53,61,Free/Reduced
JKT-2154,15,Male,93,77,90,Free/Reduced
JKT-0674,16,Male,60,44,73,Free/Reduced
JKT-5233,18,Male,67,55,82,Free/Reduced
JKT-9129,17,Female,58,41,87,Free/Reduced
JKT-5424,16,Male,27,55,78,Standard
JKT-9719,17,Female,93,31,29,Standard
JKT-4440,15,Female,97,16,77,Free/Reduced
JKT-4700,18,Female,53,49,36,Standard
JKT-2853,16,Male,95,2,6,Standard
JKT-1536,16,Male,65,66,83,Free/Reduced
JKT-0612,15,Female,29,15,72,Standard
JKT-7745,18,Female,65,58,52,Standard
JKT-4599,15,Male,98,51,9,Standard
JKT-8473,15,Male,89,29,88,Standard
JKT-4743,18,Female,41,38,63,Free/Reduced
JKT-4304,16,Female,20,17,82,Free/Reduced
JKT-0252,17,Female,99,36,66,Free/Reduced
JKT-2151,16,Female,98,80,60,Standard
JKT-7382,17,Male,91,79,14,Free/Reduced
JKT-6253,17,Female,42,26,96,Standard
JKT-7067,15,Male,41,20,99,Free/Reduced
JKT-1840,17,Male,5,29,68,Standard
JKT-8111,17,Male,83,32,50,Standard
JKT-8735,18,Female,97,6,91,Free/Reduced
JKT-4267,15,Male,38,64,59,Free/Reduced
JKT-8304,15,Female,50,56,68,Free/Reduced
JKT-7932,15,Female,81,77,81,Standard
JKT-1093,15,Female,81,83,41,Standard
JKT-3176,18,Female,25,45,92,Free/Reduced
JKT-1529,16,Female,44,25,56,Standard
JKT-2533,17,Female,9,24,41,Standard
JKT-3446,17,Female,48,13,71,Standard
JKT-8413,16,Female,40,82,30,Standard
JKT-1123,15,Female,81,82,54,Free/Reduced
JKT-0921,16,Female,42,40,97,Free/Reduced
JKT-1086,15,Male,54,82,18,Free/Reduced
JKT-3449,16,Female,55,80,26,Free/Reduced
JKT-6864,17,Female,32,61,93,Free/Reduced
JKT-8841,17,Male,59,23,39,Free/Reduced
JKT-8788,16,Male,88,93,69,Standard
JKT-0244,18,Male,44,28,38,Standard
JKT-8339,17,Male,99,100,38,Standard
JKT-3094,16,Female,66,61,1,Free/Reduced
JKT-5227,16,Male,91,30,93,Free/Reduced
JKT-8292,18,Male,45,56,90,Standard
JKT-5705,16,Female,45,2,18,Standard
JKT-9400,15,Male,82,70,2,Free/Reduced
JKT-4315,17,Male,98,39,54,Standard
JKT-1477,16,Female,61,91,93,Free/Reduced
JKT-0214,18,Male,8,10,48,Standard
JKT-8103,16,Male,95,36,63,Standard
JKT-2940,15,Male,20,75,10,Free/Reduced
JKT-7982,16,Female,48,54,28,Standard
JKT-6206,17,Male,36,61,82,Free/Reduced
JKT-7798,18,Male,73,72,1,Free/Reduced
JKT-3903,16,Female,27,24,82,Free/Reduced
JKT-6649,18,Female,64,55,76,Standard
JKT-9975,18,Female,76,84,72,Standard
JKT-3201,16,Female,13,46,81,Free/Reduced
JKT-5454,15,Male,56,44,98,Free/Reduced
JKT-7086,16,Male,14,22,80,Free/Reduced
JKT-1862,16,Male,25,6,10,Standard
JKT-5517,16,Female,4,63,65,Free/Reduced
JKT-5789,16,Male,10,59,87,Standard
JKT-4686,15,Male,85,45,55,Free/Reduced
JKT-7231,17,Female,19,54,43,Standard
JKT-8368,16,Female,19,13,46,Free/Reduced
JKT-9519,18,Female,50,32,76,Free/Reduced
JKT-7620,16,Male,21,53,78,Free/Reduced
JKT-9883,16,Male,34,43,68,Standard
JKT-5632,17,Male,9,8,36,Standard
JKT-8870,18,Male,76,17,8,Free/Reduced
JKT-7678,15,Male,73,10,46,Standard
JKT-8550,17,Male,69,8,66,Standard
JKT-0075,17,Female,78,20,15,Standard
JKT-5843,17,Female,72,23,76,Standard
JKT-9509,17,Male,100,88,33,Standard
JKT-6811,18,Male,50,31,25,Free/Reduced
JKT-9770,15,Female,28,63,32,Free/Reduced
JKT-1502,15,Male,3,38,43,Free/Reduced
JKT-7708,15,Male,55,14,62,Free/Reduced
JKT-6867,16,Female,78,30,83,Standard
JKT-6273,15,Male,61,36,12,Free/Reduced
JKT-7362,15,Female,32,1,97,Free/Reduced
JKT-8536,18,Female,92,20,71,Free/Reduced
JKT-5827,17,Female,4,24,89,Standard
JKT-2490,15,Male,24,12,49,Standard
JKT-1892,18,Female,69,62,20,Standard
JKT-8826,18,Female,76,41,4,Free/Reduced
JKT-4936,16,Male,62,9,89,Free/Reduced
JKT-1174,15,Male,79,15,51,Standard
JKT-2249,16,Female,18,12,72,Free/Reduced
JKT-5696,18,Male,4,42,72,Free/Reduced
JKT-9290,17,Female,97,61,2,Standard
JKT-7278,16,Female,11,24,66,Free/Reduced
JKT-2156,16,Male,66,67,31,Free/Reduced
JKT-1443,18,Male,7,68,57,Free/Reduced
JKT-0284,18,Female,22,62,97,Free/Reduced
JKT-0164,15,Male,41,79,5,Free/Reduced
JKT-2389,16,Female,5,50,4,Free/Reduced
JKT-4431,16,Male,24,81,66,Standard
JKT-6417,18,Male,32,12,87,Standard
JKT-0644,16,Male,30,19,5,Standard
JKT-5662,18,Male,85,62,69,Standard
JKT-9348,15,Male,12,17,17,Free/Reduced
JKT-1216,17,Female,89,52,1,Free/Reduced
JKT-7256,17,Male,84,43,33,Standard
JKT-5791,18,Female,25,10,28,Free/Reduced
JKT-4719,17,Female,51,3,75,Standard
JKT-1064,15,Male,48,21,36,Standard
JKT-8507,17,Female,39,79,35,Free/Reduced
JKT-0989,16,Male,67,59,46,Standard
JKT-1142,16,Male,20,37,62,Free/Reduced
JKT-0850,18,Male,37,20,88,Free/Reduced
JKT-1048,18,Male,18,34,11,Standard
JKT-1506,17,Female,60,32,1,Standard
JKT-1960,15,Female,83,18,46,Standard
JKT-9033,16,Female,74,17,84,Standard
JKT-3172,16,Female,71,91,22,Free/Reduced
JKT-5883,18,Female,52,0,82,Free/Reduced
JKT-4959,17,Female,24,2,79,Free/Reduced
JKT-0545,15,Female,56,89,89,Standard
JKT-9526,16,Male,71,10,51,Standard
JKT-2987,16,Male,34,38,67,Standard
JKT-4301,18,Male,3,92,10,Standard
JKT-2841,16,Female,73,55,4,Standard
JKT-2360,15,Male,1,91,100,Standard
JKT-7652,18,Male,51,55,46,Standard
JKT-1637,17,Male,2,77,98,Free/Reduced
JKT-6190,17,Female,86,74,44,Standard
JKT-2054,18,Female,87,66,5,Standard
JKT-2019,15,Female,44,37,14,Standard
JKT-0578,16,Female,96,32,98,Free/Reduced
JKT-7578,16,Female,68,82,52,Free/Reduced
JKT-5357,17,Female,87,67,100,Free/Reduced
JKT-5416,17,Male,32,93,61,Standard
JKT-1793,18,Female,28,70,8,Free/Reduced
JKT-5886,15,Female,8,4,16,Standard
JKT-7947,15,Male,50,87,75,Standard
JKT-9366,16,Female,85,28,63,Free/Reduced
JKT-6982,15,Male,51,86,14,Free/Reduced
JKT-4528,18,Male,16,57,71,Standard
JKT-0702,17,Male,5,90,54,Standard
JKT-6097,15,Female,68,36,13,Standard
JKT-4402,17,Male,96,96,57,Free/Reduced
JKT-8889,16,Female,12,66,69,Standard
JKT-3935,15,Male,82,64,35,Free/Reduced
JKT-0606,16,Female,54,82,2,Free/Reduced
JKT-7552,16,Male,66,7,23,Free/Reduced
JKT-3163,15,Female,54,94,18,Free/Reduced
JKT-1092,16,Male,40,31,32,Free/Reduced
JKT-8698,16,Male,43,23,49,Standard
JKT-2104,15,Female,37,81,43,Standard
JKT-2626,16,Male,77,59,0,Standard
JKT-2838,18,Male,68,60,7,Standard
JKT-0275,15,Male,26,58,21,Free/Reduced
JKT-0389,17,Female,89,56,15,Free/Reduced
JKT-0145,17,Male,68,27,49,Standard
