,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
6298,53,management,married,university.degree,no,yes,no,cellular,apr,fri,111.0,2,999,0,nonexistent,no
6299,33,technician,married,high.school,no,no,no,cellular,aug,fri,108.0,1,999,0,nonexistent,no
6300,45,technician,married,university.degree,unknown,yes,no,telephone,may,tue,122.0,1,999,0,nonexistent,no
6301,50,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,1285.0,2,999,1,failure,no
6302,36,retired,married,unknown,no,no,no,telephone,jul,thu,88.0,1,999,0,nonexistent,no
6303,41,housemaid,married,high.school,no,no,no,telephone,may,fri,206.0,2,999,0,nonexistent,no
6304,38,technician,divorced,high.school,no,yes,no,telephone,nov,wed,137.0,4,999,1,failure,no
6305,40,blue-collar,married,high.school,no,no,no,cellular,jul,wed,319.0,1,999,0,nonexistent,no
6306,52,self-employed,married,university.degree,unknown,yes,yes,telephone,jun,mon,106.0,1,999,0,nonexistent,no
6307,70,retired,married,basic.4y,no,yes,no,cellular,may,thu,331.0,1,3,2,success,yes
6308,34,services,married,high.school,unknown,no,no,telephone,may,tue,1313.0,2,999,0,nonexistent,no
6309,50,admin.,married,high.school,no,no,no,telephone,may,wed,260.0,5,999,0,nonexistent,no
6310,26,unemployed,single,professional.course,no,no,no,telephone,may,thu,7.0,7,999,0,nonexistent,no
6311,29,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,mon,472.0,1,999,0,nonexistent,no
6312,31,services,divorced,high.school,no,yes,yes,cellular,nov,mon,90.0,1,999,0,nonexistent,no
6313,33,blue-collar,single,basic.4y,no,no,yes,cellular,may,fri,328.0,2,999,1,failure,no
6314,29,admin.,single,university.degree,no,yes,no,cellular,nov,mon,183.0,1,999,0,nonexistent,no
6315,29,admin.,married,high.school,no,no,no,cellular,jun,wed,200.0,1,999,0,nonexistent,yes
6316,29,services,single,high.school,unknown,no,no,telephone,jun,mon,123.0,2,999,0,nonexistent,no
6317,58,admin.,married,high.school,no,yes,no,cellular,jul,thu,214.0,4,999,2,failure,no
6318,48,services,divorced,high.school,unknown,no,no,cellular,apr,thu,235.0,2,999,1,failure,no
6319,30,technician,single,high.school,no,yes,no,telephone,may,wed,83.0,5,999,0,nonexistent,no
6320,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,528.0,1,999,0,nonexistent,no
6321,57,services,divorced,high.school,unknown,no,no,telephone,jun,fri,53.0,2,999,0,nonexistent,no
6322,27,services,married,basic.9y,no,yes,no,cellular,may,mon,220.0,2,999,0,nonexistent,no
6323,41,technician,married,university.degree,no,yes,no,cellular,aug,tue,27.0,3,999,0,nonexistent,no
6324,36,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,117.0,1,999,0,nonexistent,no
6325,33,admin.,married,high.school,no,no,no,telephone,may,wed,143.0,1,999,0,nonexistent,no
6326,34,admin.,single,high.school,no,yes,no,cellular,jul,wed,271.0,2,999,0,nonexistent,no
6327,49,admin.,married,high.school,no,yes,no,cellular,aug,fri,183.0,1,999,0,nonexistent,no
6328,53,management,married,university.degree,no,yes,no,cellular,aug,tue,1133.0,3,999,0,nonexistent,yes
6329,37,technician,married,basic.9y,no,no,no,telephone,jun,mon,226.0,1,999,0,nonexistent,no
6330,53,unemployed,single,basic.9y,no,no,no,cellular,nov,fri,125.0,2,999,0,nonexistent,no
6331,36,unemployed,divorced,high.school,no,yes,yes,cellular,nov,mon,68.0,1,999,1,failure,no
6332,42,retired,married,basic.9y,unknown,no,no,telephone,jun,fri,42.0,1,999,0,nonexistent,no
6333,58,blue-collar,unknown,basic.9y,unknown,no,no,telephone,jun,fri,180.0,6,999,0,nonexistent,no
6334,25,services,married,high.school,no,yes,no,cellular,jul,fri,164.0,1,999,0,nonexistent,no
6335,41,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,43.0,2,999,0,nonexistent,no
6336,50,management,single,university.degree,no,no,no,telephone,jun,tue,255.0,1,999,0,nonexistent,no
6337,31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,77.0,2,999,0,nonexistent,no
6338,34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,419.0,3,999,0,nonexistent,no
6339,46,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,488.0,2,999,0,nonexistent,no
6340,34,services,married,high.school,no,no,no,cellular,may,wed,215.0,2,999,2,failure,no
6341,38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1070.0,1,999,0,nonexistent,yes
6342,57,retired,married,university.degree,no,no,no,cellular,aug,mon,497.0,2,999,1,failure,no
6343,47,technician,married,university.degree,no,yes,no,cellular,aug,wed,206.0,2,999,0,nonexistent,no
6344,46,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,thu,563.0,2,999,0,nonexistent,no
6345,54,retired,married,basic.4y,no,no,no,cellular,nov,fri,18.0,1,999,0,nonexistent,no
6346,27,admin.,single,university.degree,no,yes,no,cellular,jun,fri,266.0,2,999,1,failure,yes
6347,58,technician,married,professional.course,no,no,yes,telephone,jul,mon,76.0,18,999,0,nonexistent,no
6348,36,technician,married,university.degree,no,no,no,telephone,jun,tue,107.0,4,999,0,nonexistent,no
6349,35,admin.,married,high.school,no,yes,yes,telephone,jun,fri,14.0,9,999,0,nonexistent,no
6350,42,admin.,single,high.school,no,yes,no,cellular,aug,wed,138.0,1,999,0,nonexistent,no
6351,28,admin.,single,professional.course,no,no,no,telephone,may,thu,462.0,1,999,0,nonexistent,no
6352,57,admin.,married,university.degree,no,no,no,cellular,jul,mon,230.0,1,999,0,nonexistent,no
6353,35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,768.0,2,999,2,failure,yes
6354,46,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,513.0,5,999,0,nonexistent,no
6355,30,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,112.0,6,999,0,nonexistent,no
6356,43,blue-collar,married,basic.6y,no,no,yes,cellular,may,fri,67.0,3,999,0,nonexistent,no
6357,59,unknown,married,unknown,no,yes,no,cellular,may,mon,399.0,2,999,0,nonexistent,no
6358,33,admin.,married,high.school,no,yes,no,telephone,may,thu,672.0,3,999,0,nonexistent,no
6359,38,technician,single,professional.course,no,no,no,cellular,jul,tue,815.0,4,999,0,nonexistent,yes
6360,58,retired,married,university.degree,no,yes,no,telephone,may,mon,101.0,2,999,0,nonexistent,no
6361,39,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,112.0,3,999,0,nonexistent,no
6362,39,services,married,high.school,no,no,no,telephone,may,wed,178.0,1,999,0,nonexistent,no
6363,60,retired,married,university.degree,unknown,yes,no,cellular,aug,mon,174.0,1,999,0,nonexistent,no
6364,36,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,181.0,3,999,0,nonexistent,no
6365,42,admin.,married,university.degree,unknown,no,no,telephone,may,tue,258.0,1,999,0,nonexistent,no
6366,47,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,121.0,4,999,0,nonexistent,no
6367,37,blue-collar,single,basic.4y,unknown,yes,yes,telephone,jun,thu,270.0,2,999,0,nonexistent,no
6368,36,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,wed,123.0,1,999,0,nonexistent,no
6369,24,student,single,high.school,no,yes,no,cellular,may,tue,153.0,2,6,2,success,yes
6370,62,retired,married,university.degree,no,yes,no,cellular,sep,wed,105.0,3,999,1,failure,no
6371,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,792.0,4,999,0,nonexistent,no
6372,52,services,married,basic.6y,no,yes,no,cellular,nov,thu,283.0,2,999,0,nonexistent,no
6373,33,admin.,married,university.degree,no,yes,yes,cellular,may,mon,312.0,2,999,0,nonexistent,no
6374,36,entrepreneur,married,university.degree,unknown,unknown,unknown,telephone,jun,fri,217.0,2,999,0,nonexistent,no
6375,26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,56.0,3,999,0,nonexistent,no
6376,59,self-employed,married,university.degree,no,no,no,cellular,dec,mon,193.0,1,999,1,failure,no
6377,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,978.0,1,999,0,nonexistent,yes
6378,56,unknown,married,basic.4y,no,yes,no,cellular,oct,tue,172.0,1,999,0,nonexistent,no
6379,53,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,fri,63.0,3,999,0,nonexistent,no
6380,48,services,divorced,high.school,no,yes,no,cellular,apr,mon,90.0,3,999,1,failure,no
6381,51,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,88.0,2,999,0,nonexistent,no
6382,49,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,wed,121.0,1,999,0,nonexistent,no
6383,45,services,single,unknown,no,yes,no,cellular,apr,fri,164.0,4,999,0,nonexistent,yes
6384,25,admin.,single,university.degree,no,no,no,cellular,dec,fri,1139.0,2,4,1,success,no
6385,32,services,married,high.school,no,no,yes,cellular,apr,fri,340.0,2,999,0,nonexistent,no
6386,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,301.0,6,999,0,nonexistent,no
6387,35,blue-collar,married,unknown,no,no,no,cellular,may,thu,446.0,1,999,1,failure,no
6388,48,self-employed,married,university.degree,unknown,no,no,telephone,may,tue,138.0,8,999,0,nonexistent,no
6389,35,technician,married,professional.course,no,yes,no,cellular,may,wed,156.0,1,999,0,nonexistent,no
6390,34,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,fri,196.0,2,999,0,nonexistent,no
6391,34,admin.,married,high.school,no,no,no,cellular,nov,tue,201.0,3,999,1,failure,no
6392,35,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,51.0,3,999,0,nonexistent,no
6393,50,services,married,basic.6y,no,no,no,telephone,may,tue,377.0,1,999,0,nonexistent,no
6394,41,admin.,divorced,high.school,no,no,no,telephone,may,mon,177.0,4,999,0,nonexistent,no
6395,46,services,married,high.school,unknown,no,no,telephone,may,thu,79.0,2,999,0,nonexistent,no
6396,48,management,married,university.degree,unknown,yes,no,telephone,may,tue,289.0,1,999,0,nonexistent,no
6397,29,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,372.0,2,12,1,success,no
6398,32,admin.,single,high.school,no,yes,no,cellular,nov,thu,141.0,4,999,0,nonexistent,no
6399,44,technician,married,high.school,no,no,no,telephone,jun,mon,,3,999,0,nonexistent,no
6400,59,retired,married,unknown,unknown,no,no,telephone,may,mon,188.0,1,999,0,nonexistent,no
6401,58,retired,married,basic.9y,no,no,yes,cellular,may,wed,144.0,1,999,0,nonexistent,no
6402,35,technician,married,university.degree,no,yes,no,cellular,oct,wed,68.0,1,999,0,nonexistent,no
6403,52,admin.,divorced,high.school,no,no,no,cellular,jul,fri,87.0,5,999,0,nonexistent,no
6404,29,technician,single,professional.course,no,no,no,cellular,aug,mon,165.0,2,999,0,nonexistent,no
6405,41,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,649.0,3,999,0,nonexistent,yes
6406,37,self-employed,married,university.degree,no,yes,no,cellular,may,fri,279.0,1,999,0,nonexistent,no
6407,40,self-employed,married,basic.4y,unknown,no,no,telephone,jun,fri,420.0,1,999,0,nonexistent,no
6408,46,blue-collar,married,professional.course,unknown,no,no,telephone,jun,wed,1138.0,1,999,0,nonexistent,no
6409,34,management,married,university.degree,no,no,no,telephone,jun,thu,221.0,1,999,0,nonexistent,no
6410,41,technician,single,university.degree,no,yes,no,cellular,aug,thu,127.0,1,999,0,nonexistent,no
6411,43,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,398.0,1,999,0,nonexistent,no
6412,47,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,641.0,2,999,0,nonexistent,yes
6413,35,admin.,married,high.school,no,yes,no,cellular,may,mon,226.0,1,999,0,nonexistent,yes
6414,41,technician,married,professional.course,no,no,no,cellular,aug,mon,157.0,3,999,0,nonexistent,no
6415,32,services,married,high.school,no,yes,no,cellular,nov,thu,282.0,2,999,0,nonexistent,no
6416,41,technician,married,university.degree,no,yes,yes,cellular,aug,tue,124.0,1,999,0,nonexistent,no
6417,42,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,93.0,2,999,0,nonexistent,no
6418,54,blue-collar,married,basic.4y,no,unknown,unknown,cellular,aug,mon,320.0,6,999,0,nonexistent,no
6419,36,services,married,high.school,no,no,no,telephone,may,tue,445.0,2,999,0,nonexistent,no
6420,47,technician,single,professional.course,unknown,no,no,telephone,jun,tue,126.0,1,999,0,nonexistent,no
6421,29,admin.,single,high.school,no,yes,no,cellular,may,wed,443.0,7,999,1,failure,yes
6422,30,admin.,married,university.degree,no,yes,no,cellular,jul,fri,799.0,2,999,0,nonexistent,yes
6423,41,admin.,married,basic.9y,unknown,no,no,cellular,jul,fri,823.0,3,999,0,nonexistent,no
6424,32,technician,married,high.school,no,no,no,cellular,may,fri,428.0,3,999,0,nonexistent,no
6425,39,housemaid,single,university.degree,unknown,no,no,telephone,jul,tue,39.0,9,999,0,nonexistent,no
6426,27,student,single,university.degree,no,yes,no,telephone,may,mon,104.0,1,999,0,nonexistent,no
6427,40,services,married,high.school,no,no,yes,telephone,may,fri,762.0,3,999,0,nonexistent,yes
6428,36,services,divorced,professional.course,no,yes,no,telephone,jul,tue,261.0,12,999,0,nonexistent,no
6429,60,retired,married,basic.6y,no,unknown,unknown,cellular,jun,fri,110.0,2,999,0,nonexistent,no
6430,21,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,154.0,1,999,0,nonexistent,no
6431,33,entrepreneur,single,university.degree,no,yes,no,cellular,nov,tue,435.0,4,999,0,nonexistent,no
6432,39,services,married,high.school,no,yes,no,cellular,may,mon,198.0,1,999,0,nonexistent,no
6433,31,blue-collar,single,professional.course,no,yes,no,cellular,may,thu,60.0,5,999,1,failure,no
6434,38,admin.,married,university.degree,no,yes,no,cellular,aug,thu,191.0,3,999,0,nonexistent,no
6435,34,technician,married,university.degree,no,yes,no,telephone,may,wed,396.0,1,999,0,nonexistent,no
6436,49,services,married,high.school,unknown,yes,yes,telephone,may,fri,178.0,1,999,0,nonexistent,no
6437,24,student,married,university.degree,no,no,no,cellular,jul,tue,114.0,1,999,0,nonexistent,no
6438,31,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,134.0,1,999,0,nonexistent,no
6439,33,admin.,single,high.school,no,yes,no,cellular,may,wed,135.0,1,999,1,failure,no
6440,51,admin.,married,high.school,no,yes,no,cellular,nov,wed,121.0,3,999,0,nonexistent,no
6441,36,admin.,married,university.degree,no,yes,no,telephone,jun,tue,120.0,11,999,0,nonexistent,no
6442,27,services,married,basic.9y,no,yes,yes,cellular,may,mon,304.0,1,999,1,failure,no
6443,38,entrepreneur,married,professional.course,no,yes,yes,cellular,jun,tue,262.0,2,999,1,failure,no
6444,45,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,420.0,1,999,0,nonexistent,yes
6445,40,management,single,university.degree,no,yes,no,cellular,may,fri,52.0,1,999,0,nonexistent,no
6446,60,retired,married,professional.course,no,no,no,telephone,sep,fri,618.0,1,999,1,failure,no
6447,48,services,married,basic.4y,unknown,no,no,cellular,aug,thu,118.0,2,999,0,nonexistent,no
6448,27,technician,single,university.degree,no,no,no,cellular,aug,thu,103.0,1,4,1,success,no
6449,54,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,79.0,10,999,0,nonexistent,no
6450,29,admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,158.0,1,999,0,nonexistent,no
6451,36,technician,married,professional.course,no,no,yes,telephone,may,tue,95.0,1,999,0,nonexistent,no
6452,39,admin.,single,university.degree,no,yes,no,cellular,jul,wed,150.0,1,999,0,nonexistent,no
6453,45,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,thu,425.0,2,999,0,nonexistent,no
6454,21,services,single,high.school,no,no,no,cellular,may,tue,68.0,1,999,1,failure,no
6455,36,self-employed,divorced,basic.4y,no,yes,no,telephone,jun,thu,174.0,1,999,0,nonexistent,no
6456,39,admin.,married,university.degree,no,yes,no,telephone,nov,thu,442.0,4,999,0,nonexistent,no
6457,53,admin.,married,high.school,no,no,no,cellular,aug,wed,245.0,1,999,0,nonexistent,no
6458,33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,313.0,2,999,0,nonexistent,no
6459,29,admin.,married,university.degree,no,yes,no,cellular,aug,mon,72.0,1,999,0,nonexistent,no
6460,26,blue-collar,married,professional.course,no,no,no,cellular,may,thu,1071.0,2,999,0,nonexistent,yes
6461,51,management,married,basic.4y,no,yes,no,cellular,jul,thu,47.0,2,999,0,nonexistent,no
6462,44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,101.0,1,999,0,nonexistent,no
6463,43,admin.,married,university.degree,no,no,no,telephone,may,wed,68.0,1,999,0,nonexistent,no
6464,37,technician,single,high.school,no,yes,no,telephone,apr,thu,201.0,1,999,0,nonexistent,no
6465,46,admin.,single,university.degree,no,no,no,telephone,jun,thu,57.0,6,999,0,nonexistent,no
6466,39,technician,single,basic.6y,unknown,no,no,telephone,may,wed,362.0,1,999,0,nonexistent,no
6467,53,housemaid,married,unknown,no,yes,no,cellular,nov,thu,65.0,2,999,0,nonexistent,no
6468,44,admin.,married,university.degree,no,no,no,telephone,jun,fri,8.0,10,999,0,nonexistent,no
6469,45,services,single,basic.9y,unknown,no,yes,cellular,jul,mon,236.0,1,999,0,nonexistent,no
6470,36,admin.,married,university.degree,no,yes,yes,telephone,may,thu,238.0,3,999,0,nonexistent,no
6471,43,technician,married,professional.course,unknown,no,no,cellular,aug,mon,67.0,4,999,0,nonexistent,no
6472,36,blue-collar,married,basic.6y,no,yes,yes,cellular,may,tue,333.0,2,999,0,nonexistent,no
6473,28,student,single,high.school,no,no,no,cellular,sep,fri,555.0,2,999,0,nonexistent,yes
6474,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,244.0,2,999,0,nonexistent,no
6475,26,admin.,single,high.school,unknown,no,no,cellular,may,thu,136.0,3,999,0,nonexistent,no
6476,65,retired,married,high.school,no,no,no,cellular,aug,mon,80.0,1,999,1,failure,no
6477,58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,282.0,2,999,0,nonexistent,yes
6478,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,218.0,1,999,0,nonexistent,no
6479,42,blue-collar,single,basic.4y,no,unknown,unknown,telephone,jul,fri,385.0,1,999,0,nonexistent,no
6480,46,housemaid,married,basic.4y,no,yes,no,telephone,may,wed,238.0,8,999,0,nonexistent,no
6481,47,admin.,married,high.school,no,yes,no,cellular,nov,fri,140.0,3,999,0,nonexistent,no
6482,33,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,184.0,1,11,1,success,no
6483,33,entrepreneur,married,basic.9y,no,yes,yes,telephone,jul,wed,85.0,6,999,0,nonexistent,no
6484,28,entrepreneur,married,basic.9y,no,no,no,telephone,may,mon,896.0,3,999,0,nonexistent,yes
6485,39,management,married,university.degree,no,no,no,telephone,jun,mon,721.0,3,999,0,nonexistent,yes
6486,41,blue-collar,single,unknown,unknown,no,no,cellular,jul,fri,96.0,2,999,0,nonexistent,no
6487,31,blue-collar,single,basic.9y,no,unknown,unknown,cellular,may,tue,88.0,2,999,0,nonexistent,no
6488,52,admin.,married,university.degree,no,yes,no,cellular,apr,mon,181.0,2,999,1,failure,no
6489,34,technician,married,university.degree,no,yes,no,cellular,aug,thu,99.0,4,999,0,nonexistent,no
6490,53,technician,divorced,high.school,no,yes,yes,cellular,nov,thu,319.0,1,999,0,nonexistent,no
6491,48,blue-collar,married,high.school,no,no,no,cellular,may,tue,407.0,2,3,1,success,no
6492,37,services,single,professional.course,no,yes,no,cellular,apr,mon,93.0,3,999,1,failure,no
6493,36,blue-collar,married,unknown,no,no,no,telephone,may,thu,55.0,1,999,0,nonexistent,no
6494,45,admin.,divorced,basic.9y,no,no,no,telephone,may,tue,233.0,2,999,0,nonexistent,no
6495,31,blue-collar,single,basic.9y,no,no,no,telephone,oct,tue,114.0,1,999,0,nonexistent,no
6496,28,services,single,high.school,no,no,no,telephone,may,wed,72.0,3,999,0,nonexistent,no
6497,38,admin.,single,high.school,no,yes,no,cellular,may,tue,324.0,2,999,0,nonexistent,no
6498,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,882.0,2,999,0,nonexistent,yes
6499,63,retired,married,professional.course,no,yes,yes,cellular,may,mon,444.0,2,14,1,success,yes
6500,50,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,mon,69.0,3,999,0,nonexistent,no
6501,45,technician,single,university.degree,no,no,no,cellular,may,fri,445.0,2,999,1,failure,no
6502,37,admin.,married,high.school,no,yes,no,telephone,jun,fri,14.0,3,999,0,nonexistent,no
6503,38,services,married,high.school,no,no,yes,telephone,may,thu,117.0,1,999,0,nonexistent,no
6504,37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,wed,291.0,8,999,1,failure,no
6505,37,blue-collar,single,high.school,no,no,no,cellular,jul,tue,31.0,19,999,0,nonexistent,no
6506,28,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,tue,67.0,5,999,0,nonexistent,no
6507,59,retired,divorced,university.degree,no,no,no,cellular,jun,tue,368.0,2,999,0,nonexistent,no
6508,50,services,single,basic.4y,no,yes,no,telephone,jun,tue,355.0,2,999,0,nonexistent,no
6509,50,unemployed,married,high.school,unknown,yes,no,cellular,aug,wed,344.0,2,999,0,nonexistent,no
6510,29,services,single,basic.6y,no,yes,no,cellular,jul,wed,476.0,3,999,0,nonexistent,no
6511,74,retired,married,high.school,no,yes,no,cellular,aug,thu,1452.0,1,999,1,failure,yes
6512,45,management,married,university.degree,no,no,no,cellular,nov,tue,401.0,2,999,0,nonexistent,no
6513,36,admin.,married,professional.course,no,yes,no,cellular,nov,tue,201.0,2,999,0,nonexistent,no
6514,48,admin.,married,university.degree,no,yes,no,telephone,may,wed,396.0,1,999,0,nonexistent,no
6515,30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,532.0,1,999,0,nonexistent,no
6516,54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,86.0,3,999,0,nonexistent,no
6517,36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,109.0,2,999,0,nonexistent,no
6518,48,technician,single,high.school,no,yes,no,telephone,may,fri,76.0,3,999,0,nonexistent,no
6519,47,management,married,high.school,no,yes,yes,cellular,nov,fri,225.0,3,999,0,nonexistent,no
6520,46,admin.,single,high.school,no,yes,yes,cellular,may,mon,65.0,2,999,0,nonexistent,no
6521,30,technician,single,professional.course,unknown,yes,no,cellular,aug,wed,46.0,9,999,0,nonexistent,no
6522,45,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,thu,152.0,1,999,0,nonexistent,no
6523,59,admin.,divorced,professional.course,unknown,yes,no,cellular,aug,wed,87.0,2,999,0,nonexistent,no
6524,28,admin.,single,university.degree,no,yes,no,cellular,may,tue,187.0,1,999,0,nonexistent,no
6525,71,retired,married,university.degree,no,yes,no,cellular,aug,thu,134.0,1,999,0,nonexistent,no
6526,44,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,mon,973.0,3,999,0,nonexistent,yes
6527,51,management,married,university.degree,no,no,no,cellular,jul,wed,175.0,1,999,0,nonexistent,no
6528,43,admin.,married,professional.course,no,yes,yes,telephone,may,tue,161.0,2,999,0,nonexistent,no
6529,42,blue-collar,married,basic.6y,no,no,yes,telephone,jun,wed,292.0,1,999,0,nonexistent,no
6530,47,services,single,basic.9y,no,no,no,cellular,nov,tue,187.0,2,999,0,nonexistent,no
6531,33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,25.0,1,999,0,nonexistent,no
6532,44,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,580.0,1,999,1,failure,no
6533,33,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,147.0,1,999,0,nonexistent,no
6534,34,management,married,university.degree,no,no,no,cellular,may,wed,323.0,3,999,1,failure,no
6535,25,admin.,married,university.degree,no,yes,no,telephone,jun,tue,64.0,1,999,0,nonexistent,no
6536,48,services,married,basic.9y,unknown,no,no,cellular,may,fri,18.0,8,999,0,nonexistent,no
6537,30,housemaid,married,high.school,unknown,yes,yes,telephone,jun,mon,18.0,1,999,0,nonexistent,no
6538,26,technician,married,basic.6y,no,yes,no,telephone,may,fri,138.0,1,999,0,nonexistent,no
6539,33,unemployed,married,university.degree,no,yes,no,cellular,aug,fri,53.0,2,999,0,nonexistent,no
6540,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,113.0,6,999,0,nonexistent,no
6541,30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,12.0,14,999,0,nonexistent,no
6542,39,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,82.0,2,999,1,failure,no
6543,28,admin.,single,university.degree,no,no,no,cellular,apr,fri,69.0,1,999,0,nonexistent,no
6544,35,services,married,professional.course,unknown,no,no,telephone,jun,fri,103.0,1,999,0,nonexistent,no
6545,56,admin.,married,basic.9y,no,yes,no,telephone,may,mon,158.0,2,999,0,nonexistent,no
6546,58,retired,married,high.school,no,no,no,cellular,aug,thu,144.0,1,999,0,nonexistent,no
6547,57,retired,single,high.school,no,yes,yes,telephone,may,mon,507.0,1,999,0,nonexistent,no
6548,37,technician,single,university.degree,unknown,yes,no,cellular,jul,wed,390.0,2,999,0,nonexistent,no
6549,28,admin.,single,university.degree,no,no,yes,cellular,mar,wed,96.0,2,999,0,nonexistent,yes
6550,39,unemployed,married,basic.4y,unknown,no,no,cellular,jul,thu,120.0,1,999,0,nonexistent,no
6551,26,admin.,single,basic.4y,no,yes,yes,telephone,jun,tue,68.0,6,999,0,nonexistent,no
6552,31,unknown,single,high.school,no,no,no,cellular,may,mon,392.0,1,999,0,nonexistent,yes
6553,52,management,married,professional.course,no,yes,yes,telephone,may,tue,280.0,1,999,0,nonexistent,no
6554,53,management,married,basic.9y,unknown,yes,yes,cellular,jul,fri,1041.0,2,999,0,nonexistent,yes
6555,37,admin.,married,university.degree,no,yes,no,cellular,apr,wed,142.0,5,999,0,nonexistent,no
6556,38,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,187.0,2,999,0,nonexistent,no
6557,26,self-employed,married,high.school,no,yes,yes,cellular,may,thu,181.0,5,999,0,nonexistent,no
6558,40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,154.0,3,999,0,nonexistent,no
6559,72,retired,single,university.degree,no,yes,yes,cellular,may,fri,589.0,3,999,0,nonexistent,no
6560,34,management,married,university.degree,no,no,no,telephone,may,fri,66.0,2,999,0,nonexistent,no
6561,58,housemaid,divorced,basic.4y,no,yes,yes,cellular,sep,wed,511.0,1,999,0,nonexistent,no
6562,42,services,married,high.school,no,no,no,telephone,jun,fri,55.0,2,999,0,nonexistent,no
6563,29,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,140.0,2,999,0,nonexistent,no
6564,35,admin.,married,university.degree,no,no,no,cellular,jul,mon,141.0,2,999,0,nonexistent,no
6565,31,self-employed,married,university.degree,no,no,no,cellular,aug,tue,135.0,5,999,0,nonexistent,no
6566,53,technician,married,professional.course,no,yes,no,telephone,may,wed,248.0,6,999,0,nonexistent,no
6567,49,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,105.0,1,999,1,failure,no
6568,35,services,single,high.school,unknown,no,yes,telephone,may,tue,234.0,1,999,0,nonexistent,no
6569,36,services,married,high.school,unknown,yes,yes,cellular,apr,fri,294.0,1,999,1,failure,no
6570,26,services,married,high.school,no,yes,yes,cellular,jul,mon,114.0,2,999,0,nonexistent,no
6571,36,admin.,divorced,high.school,no,no,no,cellular,apr,tue,197.0,1,999,0,nonexistent,no
